y,k,kMean,pPrime2Mean,kPrime2Mean,nutMean,pMean
0.44811458,1e-10,1e-10,23400.433,2.1064859e-35,0,0.0021980234
0.44853881,9.4572993e-10,4.1422206e-09,23394.749,2.1214692e-16,8.865878e-14,0.0021970956
0.44897683,7.5650488e-09,3.3243456e-08,23380.695,1.1455546e-14,2.0297736e-12,0.0021946227
0.44942908,3.1593612e-08,1.3890007e-07,23366.418,1.696542e-13,1.7745749e-11,0.0021918162
0.44989601,9.1561138e-08,4.0272107e-07,23351.582,1.2902523e-12,9.1923308e-11,0.0021886567
0.45037812,2.1224945e-07,9.3394757e-07,23335.849,6.5491198e-12,3.4370173e-10,0.0021850656
0.45087588,4.2498581e-07,1.8707445e-06,23319.834,2.5378848e-11,1.0319469e-09,0.0021812392
0.45138982,7.6836174e-07,3.383242e-06,23303.658,8.1197594e-11,2.6507486e-09,0.0021772183
0.45192044,1.289175e-06,5.6773229e-06,23286.869,2.2530871e-10,6.0637968e-09,0.0021732346
0.45246831,2.0435432e-06,8.998716e-06,23269.133,5.6022361e-10,1.2687874e-08,0.0021692346
0.45303397,3.0981795e-06,1.3636979e-05,23250.515,1.2766851e-09,2.4736698e-08,0.0021651471
0.453618,4.531827e-06,1.9928751e-05,23231.174,2.7095303e-09,4.5536035e-08,0.0021609715
0.454221,6.4368538e-06,2.8259346e-05,23211.739,5.4175972e-09,7.9918315e-08,0.0021567166
0.45484359,8.9210064e-06,3.9061311e-05,23192.228,1.0290903e-08,1.3469816e-07,0.0021523199
0.4554864,1.2109298e-05,5.2808146e-05,23172.088,1.8682403e-08,2.1921756e-07,0.0021477441
0.45615008,1.6146008e-05,7.0001267e-05,23151.541,3.25498e-08,3.4593074e-07,0.0021430222
0.45683532,2.1196728e-05,9.1148866e-05,23130.866,5.4575084e-08,5.3097638e-07,0.0021379914
0.45754282,2.7450358e-05,0.00011673708,23109.4,8.8211043e-08,7.9466717e-07,0.0021324553
0.45827329,3.512092e-05,0.00014719684,23086.142,1.3759797e-07,1.1618262e-06,0.0021266291
0.45902749,4.4448967e-05,0.00018287295,23061.121,2.0731542e-07,1.6619259e-06,0.0021207423
0.45980618,5.5702312e-05,0.00022400298,23034.885,3.0198656e-07,2.3290327e-06,0.0021146783
0.46061016,6.9175707e-05,0.00027071208,23008.067,4.2581463e-07,3.2016125e-06,0.002108381
0.46144025,8.5189027e-05,0.00032302438,22980.022,5.8216484e-07,4.3222758e-06,0.0021018327
0.46229729,0.00010408344,0.00038088669,22949.513,7.7328855e-07,5.7375325e-06,0.0020950642
0.46318216,0.00012621511,0.00044419722,22916.965,1.0002304e-06,7.4975895e-06,0.0020879809
0.46409577,0.00015194589,0.00051283172,22883.339,1.2628996e-06,9.6561763e-06,0.0020804969
0.46503904,0.00018163102,0.00058666222,22848.545,1.5602526e-06,1.227041e-05,0.0020728965
0.46601294,0.00021560389,0.00066556625,22812.387,1.8905305e-06,1.5400657e-05,0.0020651348
0.46701846,0.0002541588,0.00074942701,22775.077,2.2515049e-06,1.9110363e-05,0.002057075
0.46805663,0.00029753303,0.00083812648,22735.854,2.6407057e-06,2.3465904e-05,0.0020488773
