y,k,kMean,pPrime2Mean,kPrime2Mean,nutMean,pMean
0,1e-10,1e-10,2483599,2.1064859e-35,0,0.078714326
0.00048240845,4.652324e-08,3.3797454e-08,2483618.3,2.6432686e-16,1.5004226e-12,0.078714052
0.00098049384,3.7362887e-07,2.7141769e-07,2483640.4,1.426078e-14,3.4354246e-11,0.078713501
0.0014947656,1.5609886e-06,1.1339442e-06,2483664.5,2.1101293e-13,3.0032423e-10,0.078712923
0.0020257498,4.5254327e-06,3.2873266e-06,2483690.5,1.6034138e-12,1.5556019e-09,0.078712334
0.0025739895,1.0493975e-05,7.6227051e-06,2483718.7,8.131853e-12,5.8164556e-09,0.078711732
0.0031400454,2.1018276e-05,1.5266813e-05,2483749.1,3.1486482e-11,1.7465637e-08,0.078711111
0.0037244966,3.8008314e-05,2.7606391e-05,2483781.6,1.0065758e-10,4.4876058e-08,0.078710466
0.0043279408,6.3772834e-05,4.6317846e-05,2483816.2,2.790755e-10,1.0270758e-07,0.078709794
0.0049509953,0.00010105913,7.3397251e-05,2483853.2,6.9326677e-10,2.1506724e-07,0.078709095
0.0055942973,0.00015308252,0.00011118477,2483892.7,1.5780173e-09,4.1974851e-07,0.078708365
0.0062585048,0.00022353008,0.00016237403,2483934.7,3.3435527e-09,7.7376216e-07,0.078707601
0.0069442972,0.00031651428,0.00022999166,2483979.2,6.669005e-09,1.3603009e-06,0.078706797
0.007652376,0.00043644189,0.00031732535,2484026.3,1.2621221e-08,2.2970765e-06,0.078705945
0.0083834654,0.00058775665,0.00042777313,2484076.2,2.2785633e-08,3.7455388e-06,0.078705029
0.0091383131,0.00077452059,0.00056458756,2484128.9,3.9374036e-08,5.9197596e-06,0.078704033
0.0099176913,0.00099983449,0.0007305046,2484184.5,6.5245713e-08,9.0927863e-06,0.078702928
0.010722397,0.0012651741,0.00092728782,2484242.6,1.0375941e-07,1.3597388e-05,0.078701686
0.011553254,0.0015698174,0.0011552808,2484302.4,1.5839509e-07,1.9818092e-05,0.078700266
0.012411111,0.0019106001,0.0014131146,2484365.5,2.3217267e-07,2.8173041e-05,0.078698593
0.013296846,0.0022821743,0.0016977145,2484431.8,3.2702813e-07,3.9087597e-05,0.078696598
0.014211364,0.0026777513,0.0020046548,2484498.5,4.4339359e-07,5.2965212e-05,0.078694235
0.015155603,0.003090093,0.0023287694,2484561.8,5.8017203e-07,7.0162648e-05,0.078691448
0.016130526,0.0035124259,0.002664822,2484619,7.3511112e-07,9.0974865e-05,0.078688188
0.017137132,0.0039390485,0.0030080507,2484672.8,9.0539705e-07,0.00011563103,0.07868438
0.018176449,0.0043655773,0.0033544891,2484726.9,1.0882324e-06,0.00014429959,0.078679954
0.019249542,0.0047889112,0.0037010723,2484781.8,1.281235e-06,0.00017709873,0.078674893
0.020357507,0.0052070392,0.0040455899,2484837,1.4826161e-06,0.00021410858,0.078669185
0.021501477,0.0056187976,0.00438656,2484892.2,1.6911824e-06,0.00025538289,0.078662836
0.022682624,0.0060236389,0.0047230787,2484947.9,1.9062388e-06,0.00030095885,0.078655853
0.023902154,0.0064214415,0.0050546761,2485005.9,2.1274579e-06,0.00035086468,0.078648245
0.025161316,0.0068123634,0.0053811956,2485065.6,2.3547569e-06,0.00040512523,0.078640039
0.026461397,0.0071967382,0.0057026972,2485119.7,2.5882014e-06,0.00046376575,0.078631315
0.027803728,0.007575001,0.0060193851,2485165.6,2.8279372e-06,0.00052681437,0.078622103
0.02918968,0.0079476404,0.0063315548,2485209.1,3.0741479e-06,0.00059430357,0.07861238
0.030620672,0.0083151653,0.0066395548,2485256.1,3.3270305e-06,0.00066627097,0.078602149
0.032098167,0.008678085,0.0069437611,2485315.5,3.5867827e-06,0.00074275964,0.078591347
0.033623676,0.0090368967,0.0072445593,2485384.7,3.8535973e-06,0.00082381806,0.078580033
0.03519876,0.0093920779,0.0075423333,2485448.3,4.1276605e-06,0.00090949997,0.078568322
0.03682503,0.0097440829,0.0078374581,2485493,4.409152e-06,0.00099986404,0.078556326
0.03850415,0.010093342,0.0081302959,2485518.5,4.698246e-06,0.0010949735,0.07854405
0.040237836,0.010440259,0.0084211934,2485533,4.9951115e-06,0.0011948958,0.078531451
0.042027862,0.010785217,0.0087104818,2485539.9,5.2999137e-06,0.001299702,0.078518517
0.043876059,0.011128574,0.0089984761,2485541.4,5.6128139e-06,0.0014094668,0.078505251
0.045784317,0.011470667,0.0092854765,2485539.4,5.9339691e-06,0.0015242678,0.078491657
0.047754588,0.011811816,0.0095717686,2485535.1,6.2635318e-06,0.0016441854,0.078477736
0.049788888,0.012152322,0.0098576253,2485528.8,6.6016482e-06,0.0017693022,0.078463509
0.051889297,0.01249247,0.010143308,2485520.5,6.9484576e-06,0.0018997024,0.078448979
0.054057963,0.01283253,0.010429067,2485509.9,7.3040896e-06,0.0020354718,0.078434183
0.056297104,0.013172763,0.010715144,2485496.2,7.6686625e-06,0.0021766971,0.078419138
0.058609012,0.013513413,0.011001773,2485478.7,8.0422804e-06,0.0023234657,0.07840389
0.06099605,0.013854719,0.011289182,2485457.1,8.4250298e-06,0.002475865,0.078388463
0.06346066,0.014196909,0.011577593,2485431.4,8.8169766e-06,0.0026339825,0.078372891
0.066005363,0.014540203,0.011867223,2485401.6,9.2181614e-06,0.0027979051,0.07835719
0.068632762,0.014884814,0.012158288,2485367.6,9.6285956e-06,0.0029677189,0.078341367
0.071345544,0.01523095,0.012450998,2485328.9,1.0048256e-05,0.0031435081,0.078325427
0.074146484,0.015578815,0.012745566,2485285,1.047708e-05,0.0033253554,0.078309373
0.077038447,0.015928605,0.013042204,2485235.6,1.0914956e-05,0.0035133411,0.078293213
0.08002439,0.016280516,0.013341123,2485180.7,1.1361717e-05,0.0037075426,0.078276965
