y,k,kMean,pPrime2Mean,kPrime2Mean,nutMean,pMean
-7.0434009e-33,1e-10,1e-10,890402.37,2.1064859e-35,0,0.048070103
-7.0434009e-33,1e-10,1e-10,890402.37,2.1064859e-35,0,0.048070103
0.00048240845,6.2200084e-08,5.6000312e-08,890399.1,1.0493214e-15,2.4861371e-12,0.048069572
0.00098049384,4.9952637e-07,4.4971723e-07,890395.1,5.6580857e-14,5.692136e-11,0.04806844
0.0014947656,2.0868494e-06,1.8787467e-06,890390.8,8.3634176e-13,4.9756073e-10,0.048066801
0.0020257498,6.0492531e-06,5.4459511e-06,890386.25,6.3443829e-12,2.5767733e-09,0.048064702
0.0025739895,1.4024825e-05,1.2625802e-05,890381.45,3.2093719e-11,9.6314574e-09,0.048062253
0.0031400454,2.8081418e-05,2.5278978e-05,890376.41,1.2379978e-10,2.8904852e-08,0.048059528
0.0037244966,5.0756257e-05,4.5686928e-05,890371.09,3.9364991e-10,7.4200048e-08,0.048056803
0.0043279408,8.5099417e-05,7.6588915e-05,890365.49,1.083269e-09,1.6958563e-07,0.048054428
0.0049509953,0.00013470748,0.0001212087,890359.63,2.6636517e-09,3.5439286e-07,0.048052496
0.0055942973,0.00020372932,0.00018325418,890353.46,5.9805743e-09,6.8972092e-07,0.048051383
0.0062585048,0.00029681719,0.00026686595,890347.02,1.2445954e-08,1.266559e-06,0.048051411
0.0069442972,0.00041898592,0.00037648224,890340.31,2.4256817e-08,2.2153699e-06,0.048052413
0.007652376,0.00057533658,0.00051658428,890333.24,4.4591298e-08,3.7164699e-06,0.048054257
0.0083834654,0.00077060818,0.00069129501,890325.8,7.7688796e-08,6.0097328e-06,0.0480568
0.0091383131,0.0010085574,0.00090384064,890318.05,1.2869277e-07,9.4010364e-06,0.048059789
0.0099176913,0.0012912405,0.0011559487,890309.84,2.0315333e-07,1.4262374e-05,0.048062816
0.010722397,0.0016183708,0.0014473303,890301.19,3.0618072e-07,2.1023082e-05,0.048065165
0.011553254,0.0019869884,0.0017754455,890292.13,4.4145472e-07,3.0147999e-05,0.048065788
0.012411111,0.00239164,0.0021356807,890282.65,6.1036244e-07,4.211179e-05,0.048064613
0.013296846,0.0028250859,0.0025219364,890272.78,8.1156712e-07,5.736782e-05,0.048062623
0.014211364,0.0032793327,0.0029275071,890262.43,1.0417181e-06,7.6319524e-05,0.048059432
0.015155603,0.0037466641,0.0033459154,890251.63,1.2964597e-06,9.9299372e-05,0.048053863
0.016130526,0.0042203968,0.0037714862,890240.37,1.5711086e-06,0.00012655773,0.048046608
0.017137132,0.0046952537,0.0041996397,890228.72,1.8612348e-06,0.00015827685,0.048038956
0.018176449,0.005167403,0.0046268556,890216.69,2.1624661e-06,0.00019460629,0.048031786
0.019249542,0.0056342883,0.0050506252,890204.31,2.4709657e-06,0.00023562761,0.048025472
0.020357507,0.0060943713,0.005469404,890191.59,2.7844853e-06,0.000281376,0.048014974
0.021501477,0.0065468696,0.0058824172,890178.82,3.1028153e-06,0.00033187963,0.047995247
0.022682624,0.0069915314,0.0062893066,890166.78,3.4261814e-06,0.00038722689,0.0479686
0.023902154,0.0074284587,0.0066898739,890156.64,3.7534993e-06,0.00044749606,0.047940013
0.025161316,0.0078579783,0.0070840688,890148.84,4.0825699e-06,0.0005126618,0.047912102
0.026461397,0.008280551,0.0074720392,890142.91,4.4117662e-06,0.00058295262,0.047888285
0.027803728,0.008696709,0.0078541063,890138.96,4.7407394e-06,0.00065851763,0.047875436
0.02918968,0.0091070163,0.0082308858,890136.99,5.0716785e-06,0.00073903958,0.047877372
0.030620672,0.0095120416,0.0086029304,890135.99,5.4052705e-06,0.00082460545,0.047895304
0.032098167,0.0099123428,0.0089705137,890135.17,5.7389223e-06,0.00091551884,0.047928774
