y,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0.00048240845,1.1639537e-05,-6.1309332e-09,-2.3199901e-27,7.1106412e-10,1.0649309e-29,4.6759085e-46
0.00098049384,3.7612136e-05,-4.4436517e-09,-1.9998436e-27,2.7667236e-09,6.4720733e-30,3.0055539e-46
0.0014947656,7.8839776e-05,2.4118467e-08,0,7.2396606e-09,0,0
0.0020257498,0.00013537782,9.0937493e-08,0,1.5051682e-08,0,0
0.0025739895,0.00020796011,1.9615163e-07,9.7884425e-27,2.6384256e-08,-2.0760152e-29,1.2530368e-46
0.0031400454,0.00029721834,3.429019e-07,9.5791348e-27,3.9923258e-08,-3.3408591e-29,2.5244624e-46
0.0037244966,0.00040368294,5.3524091e-07,-6.4392214e-27,5.4154355e-08,5.5633673e-30,1.7880183e-46
0.0043279408,0.00052781861,7.8410671e-07,6.7479905e-27,6.9251657e-08,-4.3770449e-29,2.9439654e-46
0.0049509953,0.00067001042,1.0971002e-06,1.2239427e-26,8.6892157e-08,-8.5751892e-29,2.5371163e-46
0.0055942973,0.00083049584,1.4611189e-06,-7.3365191e-28,1.0859906e-07,-2.3782144e-29,1.0851895e-47
0.0062585048,0.0010092925,1.86204e-06,-2.1787492e-26,1.3497498e-07,1.0641797e-29,1.8383041e-46
0.0069442972,0.0012061303,2.3042197e-06,-4.5757951e-26,1.6671883e-07,6.0694061e-29,3.6040763e-46
0.007652376,0.0014203594,2.7916723e-06,-2.3969812e-26,2.0468535e-07,5.0047092e-29,1.7657552e-46
0.0083834654,0.0016508651,3.3135533e-06,-3.0170589e-27,2.4940407e-07,-7.275109e-29,2.845111e-46
0.0091383131,0.0018960145,3.8448344e-06,-3.022281e-27,3.0091865e-07,-7.2725943e-29,2.8447873e-46
0.0099176913,0.0021536292,4.3899965e-06,3.2371008e-27,3.5969289e-07,8.0364719e-29,2.5134461e-46
0.010722397,0.0024209848,4.9571942e-06,-6.0556214e-26,4.2752394e-07,3.2097803e-28,5.1972873e-46
0.011553254,0.0026948822,5.544158e-06,-1.7137498e-25,5.0745794e-07,5.137991e-28,8.3828984e-46
0.012411111,0.0029717763,6.1498088e-06,-2.7110707e-26,6.0030636e-07,2.8631396e-28,2.7151699e-45
0.013296846,0.0032480903,6.7690716e-06,1.5606479e-26,7.0647666e-07,3.9120386e-28,4.0339807e-45
0.014211364,0.003520597,7.4221355e-06,-6.0676568e-26,8.2520807e-07,3.7938847e-28,1.9086504e-45
0.015155603,0.0037867758,8.1065476e-06,8.428283e-27,9.526666e-07,-1.9922766e-29,7.1943604e-46
0.016130526,0.0040448201,8.801567e-06,-1.6348948e-25,1.0848965e-06,2.1147417e-28,2.0195964e-45
0.017137132,0.0042930716,9.5128546e-06,-7.9843916e-26,1.2158001e-06,1.663038e-28,2.860506e-45
0.018176449,0.0045299929,1.0260731e-05,8.7884598e-26,1.3492002e-06,-6.6742222e-29,1.5397868e-45
0.019249542,0.0047542669,1.1070802e-05,-7.3991913e-26,1.5144331e-06,1.4222275e-28,2.4571925e-46
0.020357507,0.0049645426,1.1974036e-05,-1.478337e-25,1.7903484e-06,4.8075399e-28,1.4810537e-45
0.021501477,0.0051606379,1.301561e-05,7.5140672e-26,2.2525161e-06,1.3755731e-28,2.249632e-45
0.022682624,0.0053432256,1.4228942e-05,1.4086472e-25,2.8079153e-06,-2.0910935e-28,1.0645637e-45
0.023902154,0.0055127565,1.5612535e-05,1.9340004e-27,3.2303069e-06,5.5292828e-28,1.6353787e-45
0.025161316,0.0056697687,1.7152057e-05,1.0121763e-26,3.4838828e-06,5.6116915e-28,1.5846863e-45
0.026461397,0.0058141345,1.8674954e-05,1.0933993e-25,3.6454491e-06,-1.0087642e-27,3.426244e-45
0.027803728,0.0059465378,2.006072e-05,1.0919528e-25,3.9434073e-06,-1.0084428e-27,3.4254793e-45
0.02918968,0.0060684534,2.136539e-05,0,4.4881151e-06,0,0
0.030620672,0.0061806548,2.2605346e-05,-1.1847037e-25,5.3342538e-06,-1.3878368e-27,2.9419163e-45
0.032098167,0.0062839914,2.3884942e-05,-1.1869941e-25,6.5486116e-06,-7.6142392e-28,4.035379e-45
0.033623676,0.0063790521,2.5260787e-05,9.5999266e-26,7.4548784e-06,1.2763092e-27,1.7385055e-45
0.03519876,0.006466312,2.6665473e-05,1.8884926e-25,7.8754249e-06,2.0573522e-27,3.2948244e-45
0.03682503,0.0065467696,2.8085213e-05,4.2708267e-27,8.1627107e-06,1.2507712e-27,3.2275966e-45
0.03850415,0.0066212689,2.9573682e-05,1.0496227e-25,8.506789e-06,6.3800733e-28,2.2920197e-45
0.040237836,0.0066900311,3.1185937e-05,2.0508398e-25,8.9975231e-06,1.6131048e-27,4.7721047e-45
0.042027862,0.006753129,3.2977675e-05,1.797529e-25,9.2312425e-06,1.4293218e-27,4.4197184e-45
0.043876059,0.0068109745,3.4822282e-05,-1.6598144e-25,9.2724348e-06,-1.3330983e-27,7.0443631e-45
0.045784317,0.0068641883,3.6572253e-05,-3.436747e-25,9.611649e-06,-1.8947204e-27,5.7674678e-45
0.047754588,0.0069132493,3.8177827e-05,1.3967022e-25,1.0513261e-05,8.8759395e-28,1.3841696e-45
0.049788888,0.0069583313,3.9698371e-05,3.0285325e-25,1.1742288e-05,6.8336651e-28,2.4635765e-45
0.051889297,0.0069994329,4.140633e-05,1.430859e-25,1.2541068e-05,3.3116331e-28,3.2375941e-45
0.054057963,0.0070369726,4.3471107e-05,1.0517821e-25,1.3441552e-05,1.313951e-27,3.268052e-45
0.056297104,0.0070714464,4.577006e-05,-2.330241e-26,1.5275256e-05,5.9879733e-28,2.1400661e-45
0.058609012,0.0071028826,4.7956502e-05,-1.3827141e-25,1.7249513e-05,-2.376104e-28,9.4289962e-46
0.06099605,0.0071312896,4.9998504e-05,2.4008686e-25,1.840517e-05,-2.2602409e-27,1.7405979e-44
0.06346066,0.0071568977,5.2139092e-05,4.7164768e-25,1.8955192e-05,-2.8199939e-27,2.0799452e-44
0.066005363,0.007180037,5.4342554e-05,2.4805282e-25,1.9431177e-05,-1.6874877e-27,9.0293531e-45
0.068632762,0.007200974,5.6600457e-05,3.2792908e-26,1.9916961e-05,-1.0017972e-27,5.8358377e-45
0.071345544,0.0072199124,5.9032507e-05,4.3824371e-25,2.0538295e-05,1.5262827e-27,5.3511752e-45
0.074146484,0.0072368805,6.1582754e-05,6.422301e-25,2.133527e-05,3.2019578e-27,7.5318966e-45
0.077038447,0.0072517244,6.4121616e-05,2.364023e-25,2.2327123e-05,1.0761747e-27,6.7458287e-45
0.08002439,0.0072644057,6.674128e-05,1.6231763e-26,2.3602297e-05,-1.5464768e-27,8.6181433e-45
0.083107369,0.0072748294,6.9468484e-05,-1.5540569e-26,2.496331e-05,-1.1477352e-27,4.406155e-45
0.086290535,0.0072830796,7.2218132e-05,-4.5133099e-26,2.6246182e-05,-6.7418927e-28,7.3118322e-46
0.089577146,0.0072892907,7.4974982e-05,-2.9420702e-26,2.7805006e-05,-3.4892369e-28,5.8545338e-46
