y,UPrime2Mean_0,UPrime2Mean_1,UPrime2Mean_2,UPrime2Mean_3,UPrime2Mean_4,UPrime2Mean_5
9.3812947e-33,0,0,0,0,0,0
1.4086802e-32,0,0,0,0,0,0
0.00048240845,0.00024911944,-2.0490973e-07,-8.0053139e-20,1.0186792e-09,7.5467759e-22,1.3542797e-31
0.00098049384,0.00085347159,-1.1738821e-06,7.0569663e-27,7.3016614e-09,-2.4582333e-30,8.4171847e-45
0.0014947656,0.0018786992,-3.6773415e-06,6.9751931e-26,3.0624982e-08,-2.0542684e-28,4.0153324e-45
0.0020257498,0.0033395555,-8.5808755e-06,-2.4545092e-27,9.0906122e-08,3.8178877e-30,1.4755237e-48
0.0025739895,0.0052418485,-1.6765181e-05,-3.2217412e-25,2.1655297e-07,1.374173e-27,1.3740897e-44
0.0031400454,0.0075715061,-2.9056487e-05,-8.4778903e-25,4.4443163e-07,3.4534485e-27,6.4783758e-44
0.0037244966,0.010282044,-4.6006609e-05,2.6757837e-26,8.1584755e-07,-7.4399644e-28,6.0756575e-44
0.0043279408,0.013289727,-6.7654787e-05,-4.0112165e-25,1.3704952e-06,2.9960009e-27,5.5117839e-44
0.0049509953,0.016483359,-9.3555877e-05,-9.5391756e-25,2.1425943e-06,5.8215028e-27,4.5426042e-44
0.0055942973,0.019744479,-0.00012299809,2.9328289e-27,3.1614495e-06,-4.6865995e-30,5.0608194e-49
0.0062585048,0.022966794,-0.0001552217,-1.1190289e-24,4.4541891e-06,9.1740926e-27,1.5008131e-44
0.0069442972,0.026067735,-0.00018955724,-1.9358515e-24,6.0462356e-06,1.3631995e-26,2.203059e-44
0.007652376,0.028991885,-0.00022542893,-8.1532945e-25,7.9595281e-06,4.460528e-27,7.0224329e-45
0.0083834654,0.031708941,-0.00026235217,8.0978557e-25,1.0213684e-05,-1.0432978e-26,5.1878672e-44
0.0091383131,0.034208749,-0.00029993531,2.0357226e-24,1.2824952e-05,-2.2945539e-26,6.8955524e-44
0.0099176913,0.036495366,-0.00033789046,1.2277454e-24,1.5808365e-05,-1.2498173e-26,1.6941387e-44
0.010722397,0.038581484,-0.00037601384,1.1881548e-24,1.9180507e-05,-1.6891431e-26,8.6509628e-44
0.011553254,0.040484002,-0.0004141397,1.1863196e-24,2.2955552e-05,-1.6849555e-26,8.6440336e-44
0.012411111,0.042220907,-0.00045218506,-2.4307376e-26,2.7149503e-05,-3.9223987e-27,3.6508639e-44
0.013296846,0.043809344,-0.00049009399,-2.4235649e-26,3.1782103e-05,-3.8980289e-27,3.6509549e-44
0.014211364,0.045264734,-0.00052780364,1.1429285e-24,3.6871836e-05,-1.2180826e-26,2.0622931e-44
0.015155603,0.046600642,-0.00056531815,7.4919599e-25,4.2438232e-05,-1.2517102e-26,2.4813504e-44
0.016130526,0.047828801,-0.00060262423,-1.849251e-24,4.8499507e-05,1.2818765e-26,1.8155485e-44
0.017137132,0.048959319,-0.00063969436,-4.1458158e-25,5.5074606e-05,1.5777709e-27,3.0973604e-44
