y,k
0.44812865,1e-10
0.44889175,3.6358138e-12
0.44970063,6.1628092e-13
0.45055805,2.0341564e-13
0.45146692,9.2490885e-14
0.45243032,5.0171054e-14
0.45345151,3.0348879e-14
0.45453398,1.9752376e-14
0.45568138,1.354508e-14
0.45689762,9.657927e-15
0.45818683,7.0971348e-15
0.45955336,5.3418119e-15
0.46100187,4.0996664e-15
0.46253727,3.1974662e-15
0.46416476,2.5278415e-15
0.46588986,2.0217157e-15
0.46771842,1.6332269e-15
0.46965665,1.3310984e-15
0.4717111,1.0935049e-15
0.47388875,9.0491153e-16
0.47619698,7.5407192e-16
0.4786436,6.3272743e-16
0.4812369,5.3474323e-16
0.48398567,4.5552318e-16
0.48689921,3.9160835e-16
0.48998738,3.4039438e-16
0.49326065,2.9994301e-16
0.49673007,2.6881658e-16
0.5004074,2.4607239e-16
0.50430505,2.3089391e-16
0.50843622,2.2355885e-16
0.51281486,2.220446e-16
0.51745577,2.220446e-16
0.52237461,2.220446e-16
0.527588,2.220446e-16
0.53311352,2.220446e-16
0.53896981,2.220446e-16
0.54517663,2.220446e-16
0.55175488,2.220446e-16
0.55872673,2.220446e-16
0.56611563,2.220446e-16
0.57394647,2.220446e-16
0.58224555,2.220446e-16
0.59104079,2.220446e-16
0.6003617,2.220446e-16
0.61023958,2.220446e-16
0.62070754,2.220446e-16
0.63180067,2.220446e-16
0.64355609,2.220446e-16
0.65601315,2.220446e-16
0.66921346,2.220446e-16
0.6832011,2.220446e-16
0.69802273,2.220446e-16
0.71372772,2.2388716e-16
0.73036836,2.3157307e-16
0.74799995,2.4627425e-16
0.76668102,2.6719459e-16
0.78647353,2.9475837e-16
0.807443,3.2955924e-16
0.82965875,3.723798e-16
0.85319414,4.2421172e-16
0.87812673,4.8627972e-16
0.90453855,5.6007019e-16
0.93251636,6.4736422e-16
0.96215188,7.5027302e-16
0.99354208,8.7127251e-16
1.0138306,9.5784887e-16
1.0267912,1.0132961e-15
1.0620087,1.1797062e-15
1.0993063,1.3740908e-15
1.1388049,1.6004388e-15
1.1806322,1.8629037e-15
1.2249233,2.1655372e-15
1.2718207,2.5118593e-15
1.3214751,2.9042221e-15
1.3740452,3.3429215e-15
1.4296989,3.8250441e-15
1.4886134,4.3430844e-15
1.5509756,4.8834722e-15
1.6169826,5.4253072e-15
1.6868426,5.939823e-15
1.7607751,6.3856553e-15
1.8345848,6.7105646e-15
1.9041042,6.8845268e-15
1.9695896,6.9100764e-15
2.0312813,6.8027329e-15
2.0894046,6.5825968e-15
2.0951228,6.5505618e-15
2.1441731,6.2749375e-15
2.1957821,5.9056935e-15
2.244417,5.4968828e-15
2.2902523,5.0673537e-15
2.3334521,4.6325037e-15
2.3741702,4.204338e-15
2.4125513,3.7917577e-15
2.4487314,3.4008744e-15
2.4828384,3.0354635e-15
2.5149925,2.6976524e-15
2.5453067,2.3883856e-15
2.5738875,2.1075893e-15
2.6008349,1.8545262e-15
2.6262432,1.6279262e-15
2.650201,1.426091e-15
2.6727917,1.2471618e-15
2.6940941,1.0891816e-15
2.714182,9.5022949e-16
2.7331252,8.2846748e-16
2.7509893,7.221729e-16
2.7678362,6.2975876e-16
2.7837241,5.4978403e-16
2.7987078,4.8095751e-16
2.812839,4.2213773e-16
2.8261666,3.7232967e-16
2.8387363,3.3068142e-16
2.8505915,2.9647833e-16
2.8617729,2.6914805e-16
2.872319,2.4825507e-16
2.8822659,2.3352086e-16
2.8916478,2.248574e-16
2.900497,2.220446e-16
2.9088436,2.220446e-16
2.9167165,2.220446e-16
2.9241424,2.220446e-16
2.9311469,2.220446e-16
2.9377539,2.220446e-16
2.943986,2.220446e-16
2.9498645,2.220446e-16
2.9554096,2.220446e-16
2.9606401,2.220446e-16
2.965574,2.220446e-16
2.970228,2.220446e-16
2.9746182,2.220446e-16
2.9787594,2.2294638e-16
2.9826658,2.3004625e-16
2.9863508,2.4607294e-16
2.9898268,2.6962411e-16
2.9931058,3.0138423e-16
2.996199,3.4238303e-16
2.9991168,3.9406672e-16
3.0018692,4.5839703e-16
3.0044657,5.3799095e-16
3.006915,6.3631838e-16
3.0092255,7.5798289e-16
3.0114051,9.0912462e-16
3.0134612,1.0980055e-15
3.0154008,1.3358739e-15
3.0172305,1.6382659e-15
3.0189565,2.0270092e-15
3.0205847,2.533386e-15
3.0221207,3.2032728e-15
3.0235696,4.1057599e-15
3.0249365,5.348216e-15
3.026226,7.1038485e-15
3.0274424,9.6648774e-15
3.0285899,1.3552017e-14
3.0296724,1.9758612e-14
3.0306935,3.0352587e-14
3.0316569,5.01672e-14
3.0325656,9.2464172e-14
3.0334229,2.0331175e-13
3.0342316,6.1586679e-13
3.0349946,3.6354146e-12
3.0357143,1e-10
