y,turbulenceProperties:R_0,turbulenceProperties:R_1,turbulenceProperties:R_2,turbulenceProperties:R_3,turbulenceProperties:R_4,turbulenceProperties:R_5
0,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11
0.00086769924,2.4236307e-12,-2.3936446e-31,8.0448487e-47,2.4236307e-12,2.990712e-49,2.4236307e-12
0.0017874829,4.1057189e-13,-2.2574591e-31,8.2945464e-48,4.1057189e-13,-2.4022938e-48,4.1057189e-13
0.0027624773,1.3554198e-13,-2.155656e-31,-7.2270635e-47,1.3554198e-13,-2.1344083e-49,1.3554198e-13
0.0037959966,6.1644823e-14,-2.0756615e-31,2.7219034e-48,6.1644823e-14,1.114158e-48,6.1644823e-14
0.0048915537,3.3446913e-14,-2.0091554e-31,-2.9713336e-48,3.3446913e-14,-6.6597009e-49,3.3446913e-14
0.0060528726,2.0236996e-14,-1.951289e-31,-1.0394865e-46,2.0236996e-14,6.3920003e-50,2.0236996e-14
0.0072839007,1.3174138e-14,-1.8992191e-31,1.1005459e-46,1.3174138e-14,1.9978295e-48,1.3174138e-14
0.0085888223,9.03622e-15,-1.8512142e-31,1.0207553e-46,9.03622e-15,-5.073729e-49,9.03622e-15
0.0099720729,6.4446387e-15,-1.8061825e-31,-1.058642e-46,6.4446387e-15,-3.9880391e-49,6.4446387e-15
0.011438354,4.7371622e-15,-1.7634208e-31,2.7099254e-46,4.7371622e-15,3.5117862e-48,4.7371622e-15
0.01299265,3.5666439e-15,-1.7224779e-31,1.9472439e-47,3.5666439e-15,-1.5788067e-48,3.5666439e-15
0.014640245,2.7382641e-15,-1.6830796e-31,-2.5866471e-46,2.7382641e-15,-2.9965484e-48,2.7382641e-15
0.016386737,2.136543e-15,-1.6450901e-31,-4.7496507e-49,2.136543e-15,-1.4923555e-50,2.136543e-15
0.018238064,1.6898911e-15,-1.6083448e-31,-2.878505e-46,1.6898911e-15,-3.3518844e-48,1.6898911e-15
0.020200518,1.3522444e-15,-1.5726742e-31,-1.8271507e-47,1.3522444e-15,1.5232737e-48,1.3522444e-15
0.022280771,1.0930234e-15,-1.5380637e-31,2.6551118e-46,1.0930234e-15,2.1640034e-48,1.0930234e-15
0.024485892,8.9137717e-16,-1.5046147e-31,-1.9118586e-48,8.9137717e-16,-6.3685111e-49,8.9137717e-16
0.026823378,7.327562e-16,-1.4725278e-31,1.7734863e-46,7.327562e-16,5.8366891e-48,7.327562e-16
0.029301173,6.0680458e-16,-1.4421253e-31,3.3186804e-46,6.0680458e-16,6.044228e-48,6.0680458e-16
0.0319277,5.0602471e-16,-1.41389e-31,-4.5247386e-46,5.0602471e-16,-1.2132882e-47,5.0602471e-16
0.034711887,4.2490992e-16,-1.3885223e-31,-3.1845135e-46,4.2490992e-16,-5.455453e-48,4.2490992e-16
0.037663197,3.5936849e-16,-1.3670231e-31,2.9372469e-46,3.5936849e-16,7.5362395e-48,3.5936849e-16
0.040791661,3.0633341e-16,-1.3508065e-31,1.1742779e-51,3.0633341e-16,-6.1488048e-49,3.0633341e-16
0.044107915,2.6349446e-16,-1.3418593e-31,3.8738606e-51,2.6349446e-16,-1.532844e-48,2.6349446e-16
0.047623229,2.2911e-16,-1.3429516e-31,-9.1891683e-46,2.2911e-16,-3.3207501e-47,2.2911e-16
0.051349553,2.0187936e-16,-1.3579597e-31,-3.9504432e-47,2.0187936e-16,9.947435e-50,2.0187936e-16
0.055299553,1.8083731e-16,-1.3921768e-31,1.0156528e-46,1.8083731e-16,6.1527463e-49,1.8083731e-16
0.059486654,1.6533201e-16,-1.4532372e-31,2.5536957e-47,1.6533201e-16,2.2717243e-48,1.6533201e-16
0.06392509,1.5483711e-16,-1.5504784e-31,7.9603391e-46,1.5483711e-16,3.1779663e-47,1.5483711e-16
0.068629948,1.4940012e-16,-1.7012668e-31,3.5053899e-51,1.4940012e-16,-1.3920188e-48,1.4940012e-16
0.073617218,1.4802974e-16,-1.9123476e-31,9.5272696e-51,1.4802974e-16,-1.0608887e-49,1.4802974e-16
0.078903853,1.4802974e-16,-2.1646349e-31,-8.2318048e-47,1.4802974e-16,-6.4825842e-48,1.4802974e-16
0.084507823,1.4802974e-16,-2.4465208e-31,6.0306427e-48,1.4802974e-16,7.3735122e-49,1.4802974e-16
0.090448176,1.4802974e-16,-2.7613791e-31,9.7107074e-47,1.4802974e-16,7.1756643e-48,1.4802974e-16
0.096745104,1.4802974e-16,-3.1129842e-31,-5.9076663e-46,1.4802974e-16,-4.4415854e-47,1.4802974e-16
0.10342001,1.4802974e-16,-3.5055613e-31,3.9854918e-47,1.4802974e-16,4.0262903e-48,1.4802974e-16
0.11049558,1.4802974e-16,-3.9438415e-31,6.3729278e-46,1.4802974e-16,5.0028816e-47,1.4802974e-16
0.11799587,1.4802974e-16,-4.433126e-31,2.9716609e-45,1.4802974e-16,2.3424396e-46,1.4802974e-16
0.12594638,1.4802974e-16,-4.9793548e-31,-2.2417635e-46,1.4802974e-16,-2.2966919e-47,1.4802974e-16
0.13437411,1.4802974e-16,-5.5891813e-31,-3.1790355e-45,1.4802974e-16,-2.5171293e-46,1.4802974e-16
0.14330773,1.4802974e-16,-6.2700663e-31,-2.6408271e-50,1.4802974e-16,3.0759626e-48,1.4802974e-16
0.1527776,1.4802974e-16,-7.0303712e-31,-2.7858305e-50,1.4802974e-16,-8.1405697e-49,1.4802974e-16
0.1628159,1.4802974e-16,-7.8794665e-31,-1.2718411e-45,1.4802974e-16,-1.1784481e-46,1.4802974e-16
0.17345677,1.4987319e-16,-8.9445581e-31,-1.2904571e-45,1.4987319e-16,-1.2400125e-46,1.4987319e-16
0.18473635,1.5590693e-16,-1.0430823e-30,1.6360636e-45,1.5590693e-16,1.5365391e-46,1.5590693e-16
0.19669301,1.6622468e-16,-1.2459985e-30,7.341589e-45,1.6622468e-16,8.8312921e-46,1.6622468e-16
0.20936737,1.8047708e-16,-1.515205e-30,-8.4840584e-46,1.8047708e-16,-1.1009883e-46,1.8047708e-16
0.22280253,1.988937e-16,-1.8697091e-30,-6.6659768e-45,1.988937e-16,-8.5023418e-46,1.988937e-16
0.23704414,2.2178893e-16,-2.3339473e-30,1.2633007e-49,2.2178893e-16,1.0004392e-48,2.2178893e-16
0.25214061,2.4956513e-16,-2.9393038e-30,-7.070205e-49,2.4956513e-16,-7.6603621e-50,2.4956513e-16
0.26814327,2.8271659e-16,-3.7260296e-30,-1.7049739e-49,2.8271659e-16,-3.6953665e-48,2.8271659e-16
0.28510649,3.2183454e-16,-4.745662e-30,2.7270279e-44,3.2183454e-16,4.0436979e-45,3.2183454e-16
0.30308795,3.6761311e-16,-6.0640666e-30,-6.1025245e-45,3.6761311e-16,-8.9483407e-46,3.6761311e-16
0.32214876,4.2085614e-16,-7.7652419e-30,-3.2657519e-44,4.2085614e-16,-4.8508103e-45,4.2085614e-16
0.34235371,4.8248453e-16,-9.9560466e-30,-1.6687025e-48,4.8248453e-16,-7.7116336e-48,4.8248453e-16
0.36377149,5.5354368e-16,-1.2772032e-29,-6.5466643e-48,5.5354368e-16,-7.6189981e-47,5.5354368e-16
0.38647488,6.3521048e-16,-1.6384564e-29,1.7673538e-43,6.3521048e-16,3.3021161e-44,6.3521048e-16
0.41054106,7.2879912e-16,-2.1009423e-29,-3.4890998e-44,7.2879912e-16,-6.3782189e-45,7.2879912e-16
0.43605183,8.3576458e-16,-2.6917021e-29,-1.6886374e-44,8.3576458e-16,-3.7279705e-45,8.3576458e-16
0.46309391,9.5770258e-16,-3.4444322e-29,2.3563018e-43,9.5770258e-16,4.6725254e-44,9.5770258e-16
0.49175922,1.0963438e-15,-4.400833e-29,-2.9997122e-43,1.0963438e-15,-5.5818426e-44,1.0963438e-15
0.52214518,1.2535406e-15,-5.6120782e-29,-2.3142481e-43,1.2535406e-15,-4.6694414e-44,1.2535406e-15
0.55435509,1.4312424e-15,-7.140319e-29,1.1573804e-43,1.4312424e-15,2.6830215e-44,1.4312424e-15
0.58849842,1.631456e-15,-9.0600595e-29,-1.354638e-43,1.631456e-15,-2.5358638e-44,1.631456e-15
0.62469124,1.8561862e-15,-1.1459118e-28,-7.4976307e-43,1.8561862e-15,-1.5797098e-43,1.8561862e-15
0.66305656,2.1073505e-15,-1.4438721e-28,1.4209908e-43,2.1073505e-15,2.8280219e-44,2.1073505e-15
0.70372479,2.3866595e-15,-1.8112021e-28,6.4230159e-43,2.3866595e-15,1.3337222e-43,2.3866595e-15
