y,turbulenceProperties:R_0,turbulenceProperties:R_1,turbulenceProperties:R_2,turbulenceProperties:R_3,turbulenceProperties:R_4,turbulenceProperties:R_5
0.00086769924,2.423583e-12,-3.6099244e-31,3.10627e-46,2.423583e-12,2.7601908e-48,2.423583e-12
0.0017874829,4.1055904e-13,-3.4044887e-31,1.2045398e-46,4.1055904e-13,-7.9609908e-48,4.1055904e-13
0.0027624773,1.3553644e-13,-3.250851e-31,-2.8925479e-46,1.3553644e-13,-2.3061038e-48,1.3553644e-13
0.0037959966,6.1641704e-14,-3.1300286e-31,3.3617456e-50,6.1641704e-14,3.0503365e-48,6.1641704e-14
0.0048915537,3.3444867e-14,-3.0294685e-31,-7.7583906e-47,3.3444867e-14,5.0223805e-49,3.3444867e-14
0.0060528726,2.0235524e-14,-2.9418507e-31,1.1509521e-46,2.0235524e-14,2.9354891e-48,2.0235524e-14
0.0072839007,1.3173011e-14,-2.8628788e-31,6.8120655e-46,1.3173011e-14,-1.097621e-48,1.3173011e-14
0.0085888223,9.0353212e-15,-2.7899333e-31,-6.8521947e-47,9.0353212e-15,-4.6012792e-48,9.0353212e-15
0.0099720729,6.4438992e-15,-2.7213573e-31,-5.5713649e-46,6.4438992e-15,3.1841793e-49,6.4438992e-15
0.011438354,4.7365396e-15,-2.6560792e-31,-8.8262217e-47,4.7365396e-15,2.0871944e-48,4.7365396e-15
0.01299265,3.5661103e-15,-2.5934069e-31,-6.696139e-48,3.5661103e-15,-5.1070903e-49,3.5661103e-15
0.014640245,2.7378001e-15,-2.5329152e-31,-2.9780897e-46,2.7378001e-15,-7.8741381e-49,2.7378001e-15
0.016386737,2.136135e-15,-2.4743861e-31,-4.2850986e-46,2.136135e-15,2.1212392e-48,2.136135e-15
0.018238064,1.6895288e-15,-2.4175571e-31,3.2740093e-46,1.6895288e-15,1.2835401e-48,1.6895288e-15
0.020200518,1.3519201e-15,-2.3621572e-31,1.9164081e-46,1.3519201e-15,-6.4704829e-49,1.3519201e-15
0.022280771,1.0927313e-15,-2.3081485e-31,1.7082868e-46,1.0927313e-15,-3.258435e-49,1.0927313e-15
0.024485892,8.9111291e-16,-2.2556665e-31,1.8325641e-46,8.9111291e-16,-1.0331876e-48,8.9111291e-16
0.026823378,7.3251651e-16,-2.2049956e-31,-1.7048583e-46,7.3251651e-16,-1.8192444e-49,7.3251651e-16
0.029301173,6.0658709e-16,-2.1565991e-31,-2.244238e-50,6.0658709e-16,1.1954439e-48,6.0658709e-16
0.0319277,5.0582778e-16,-2.1111763e-31,3.7226084e-46,5.0582778e-16,-8.1346614e-49,5.0582778e-16
0.034711887,4.2473256e-16,-2.0697466e-31,2.281341e-47,4.2473256e-16,-1.9994644e-48,4.2473256e-16
0.037663197,3.5921022e-16,-2.0337653e-31,-5.3588779e-46,3.5921022e-16,1.2042409e-48,3.5921022e-16
0.040791661,3.0619419e-16,-2.0052851e-31,-8.7824772e-48,3.0619419e-16,3.0173623e-48,3.0619419e-16
0.044107915,2.6337456e-16,-1.9871808e-31,9.01427e-46,2.6337456e-16,-3.3845329e-48,2.6337456e-16
0.047623229,2.2900987e-16,-1.9834403e-31,-3.8768445e-46,2.2900987e-16,-1.9670411e-48,2.2900987e-16
0.051349553,2.0179943e-16,-1.9996121e-31,-6.2659174e-46,2.0179943e-16,3.6359231e-48,2.0179943e-16
0.055299553,1.8077772e-16,-2.0432175e-31,4.0020003e-46,1.8077772e-16,8.4039121e-50,1.8077772e-16
0.059486654,1.6529228e-16,-2.1250349e-31,3.75597e-48,1.6529228e-16,-2.7504427e-48,1.6529228e-16
0.06392509,1.5481534e-16,-2.2580625e-31,-8.836572e-46,1.5481534e-16,3.2120332e-48,1.5481534e-16
0.068629948,1.4939331e-16,-2.4665669e-31,-3.2165539e-46,1.4939331e-16,5.2792595e-48,1.4939331e-16
0.073617218,1.4802974e-16,-2.7588571e-31,9.6664066e-46,1.4802974e-16,-5.419528e-48,1.4802974e-16
0.078903853,1.4802974e-16,-3.1058246e-31,-1.042385e-45,1.4802974e-16,4.6790922e-48,1.4802974e-16
0.084507823,1.4802974e-16,-3.4894421e-31,4.639504e-46,1.4802974e-16,2.1245223e-48,1.4802974e-16
0.090448176,1.4802974e-16,-3.9131089e-31,1.442297e-45,1.4802974e-16,-9.80465e-48,1.4802974e-16
0.096745104,1.4802974e-16,-4.3805152e-31,-3.8726968e-46,1.4802974e-16,-8.2715594e-49,1.4802974e-16
0.10342001,1.4802974e-16,-4.8956645e-31,4.452748e-51,1.4802974e-16,9.5021995e-49,1.4802974e-16
0.11049558,1.4802974e-16,-5.4629056e-31,4.3120332e-51,1.4802974e-16,-6.3394403e-53,1.4802974e-16
0.11799587,1.4802974e-16,-6.0869567e-31,-1.9922228e-52,1.4802974e-16,-1.508635e-48,1.4802974e-16
0.12594638,1.4802974e-16,-6.7729313e-31,-7.8187587e-46,1.4802974e-16,8.0181914e-48,1.4802974e-16
0.13437411,1.4802974e-16,-7.5263764e-31,4.9444801e-47,1.4802974e-16,3.1865449e-48,1.4802974e-16
0.14330773,1.4802974e-16,-8.3533098e-31,8.6066028e-46,1.4802974e-16,-8.8403835e-48,1.4802974e-16
0.1527776,1.4802974e-16,-9.2602536e-31,7.9819458e-50,1.4802974e-16,1.9802253e-47,1.4802974e-16
0.1628159,1.4802974e-16,-1.0254278e-30,1.0803337e-44,1.4802974e-16,-1.3235552e-46,1.4802974e-16
0.17345677,1.4802974e-16,-1.1343045e-30,-2.3463839e-45,1.4802974e-16,-2.0041181e-47,1.4802974e-16
0.18473635,1.4989804e-16,-1.2700993e-30,-1.1391552e-44,1.4989804e-16,1.4494956e-46,1.4989804e-16
0.19669301,1.5586022e-16,-1.4589813e-30,1.7426522e-45,1.5586022e-16,5.4986497e-48,1.5586022e-16
0.20936737,1.658303e-16,-1.712981e-30,-3.1812947e-49,1.658303e-16,-5.0260179e-48,1.658303e-16
0.22280253,1.7940329e-16,-2.0430557e-30,-1.667855e-48,1.7940329e-16,5.1011366e-50,1.7940329e-16
0.23704414,1.9670223e-16,-2.4673335e-30,-2.995831e-51,1.9670223e-16,-1.5177862e-51,1.9670223e-16
0.25214061,2.1791912e-16,-3.0082323e-30,-3.6585057e-49,2.1791912e-16,6.8828996e-51,2.1791912e-16
0.26814327,2.4331101e-16,-3.6933832e-30,-3.759349e-49,2.4331101e-16,6.289788e-47,2.4331101e-16
0.28510649,2.731968e-16,-4.5567245e-30,3.0878797e-44,2.731968e-16,-6.6309673e-46,2.731968e-16
0.30308795,3.0795448e-16,-5.6397882e-30,-6.4811204e-45,3.0795448e-16,-3.7755488e-47,3.0795448e-16
0.32214876,3.480183e-16,-6.9931971e-30,-3.6899453e-44,3.480183e-16,7.9842542e-46,3.480183e-16
0.34235371,3.9387516e-16,-8.6783758e-30,-4.0262494e-48,3.9387516e-16,1.1876538e-46,3.9387516e-16
0.36377149,4.4605956e-16,-1.0769467e-29,-2.9894905e-48,4.4605956e-16,1.0391175e-49,4.4605956e-16
0.38647488,5.0514638e-16,-1.3355409e-29,4.4161595e-48,5.0514638e-16,-1.1296989e-49,5.0514638e-16
0.41054106,5.7174062e-16,-1.6542098e-29,-1.0975576e-48,5.7174062e-16,-5.9712398e-46,5.7174062e-16
0.43605183,6.4646318e-16,-2.0454465e-29,-2.7894669e-43,6.4646318e-16,8.7883976e-45,6.4646318e-16
