y,turbulenceProperties:R_0,turbulenceProperties:R_1,turbulenceProperties:R_2,turbulenceProperties:R_3,turbulenceProperties:R_4,turbulenceProperties:R_5
0,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11
0.00086769924,2.423583e-12,-3.8168907e-31,1.7931068e-46,2.423583e-12,4.037496e-49,2.423583e-12
0.0017874829,4.1055902e-13,-3.5997744e-31,3.7905417e-47,4.1055902e-13,-3.6996929e-48,4.1055902e-13
0.0027624773,1.355364e-13,-3.4374204e-31,-1.5925411e-46,1.355364e-13,-4.6909511e-49,1.355364e-13
0.0037959966,6.1641667e-14,-3.3097603e-31,-1.7894063e-47,6.1641667e-14,1.6835281e-48,6.1641667e-14
0.0048915537,3.3444829e-14,-3.2035226e-31,-2.0532972e-52,3.3444829e-14,1.6975948e-48,3.3444829e-14
0.0060528726,2.0235487e-14,-3.1109686e-31,4.2255181e-46,2.0235487e-14,5.7962926e-49,2.0235487e-14
0.0072839007,1.3172978e-14,-3.0275571e-31,1.7618165e-46,1.3172978e-14,-2.9103843e-48,1.3172978e-14
0.0085888223,9.0352908e-15,-2.9505183e-31,-3.8039671e-46,9.0352908e-15,-1.0038792e-48,9.0352908e-15
0.0099720729,6.4438722e-15,-2.8781001e-31,-1.3429092e-46,6.4438722e-15,1.0354271e-48,6.4438722e-15
0.011438354,4.7365162e-15,-2.8091698e-31,-1.2553467e-46,4.7365162e-15,4.2537636e-49,4.7365162e-15
0.01299265,3.5660901e-15,-2.742996e-31,-8.6011824e-48,3.5660901e-15,6.2405776e-49,3.5660901e-15
0.014640245,2.7377829e-15,-2.6791289e-31,1.1680226e-46,2.7377829e-15,9.6899502e-51,2.7377829e-15
0.016386737,2.1361206e-15,-2.6173386e-31,3.506842e-53,2.1361206e-15,-1.1505212e-48,2.1361206e-15
0.018238064,1.6895169e-15,-2.5573469e-31,-3.9319612e-46,1.6895169e-15,1.5177581e-48,1.6895169e-15
0.020200518,1.3519104e-15,-2.4988661e-31,6.8864171e-46,1.3519104e-15,1.5946381e-48,1.3519104e-15
