y,turbulenceProperties:R_0,turbulenceProperties:R_1,turbulenceProperties:R_2,turbulenceProperties:R_3,turbulenceProperties:R_4,turbulenceProperties:R_5
0.44812865,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11
0.44889175,2.4238759e-12,-4.6416464e-32,4.5888539e-49,2.4238759e-12,-4.0179943e-49,2.4238759e-12
0.44970063,4.1085395e-13,-4.3992619e-32,-2.8986426e-49,4.1085395e-13,1.5179227e-49,4.1085395e-13
0.45055805,1.3561043e-13,-4.2213001e-32,-4.4441869e-50,1.3561043e-13,7.8249849e-50,1.3561043e-13
0.45146692,6.166059e-14,-4.0857599e-32,-2.2086239e-48,6.166059e-14,-2.8640205e-48,6.166059e-14
0.45243032,3.3447369e-14,-3.9766729e-32,-1.4190655e-46,3.3447369e-14,1.0982041e-46,3.3447369e-14
0.45345151,2.0232586e-14,-3.8847341e-32,-6.6735347e-48,2.0232586e-14,1.4314458e-47,2.0232586e-14
0.45453398,1.3168251e-14,-3.8044424e-32,1.5102266e-46,1.3168251e-14,-1.2059631e-46,1.3168251e-14
0.45568138,9.030053e-15,-3.7324324e-32,-1.5599641e-46,9.030053e-15,1.1525745e-46,9.030053e-15
0.45689762,6.438618e-15,-3.6665745e-32,-2.7698827e-47,6.438618e-15,2.6527438e-47,6.438618e-15
0.45818683,4.7314232e-15,-3.6054822e-32,5.3508809e-47,4.7314232e-15,-4.1139515e-47,4.7314232e-15
0.45955336,3.5612079e-15,-3.5482395e-32,-1.0438042e-47,3.5612079e-15,8.2968353e-48,3.5612079e-15
0.46100187,2.7331109e-15,-3.4942479e-32,8.4304632e-47,2.7331109e-15,-6.4655909e-47,2.7331109e-15
0.46253727,2.1316442e-15,-3.4431352e-32,1.390506e-48,2.1316442e-15,-2.5800099e-48,2.1316442e-15
0.46416476,1.6852277e-15,-3.3947115e-32,6.4692508e-48,1.6852277e-15,-8.8126425e-48,1.6852277e-15
0.46588986,1.3478105e-15,-3.3489524e-32,-2.6359319e-46,1.3478105e-15,2.0131658e-46,1.3478105e-15
0.46771842,1.0888179e-15,-3.3059348e-32,-1.990925e-47,1.0888179e-15,2.2895907e-47,1.0888179e-15
0.46965665,8.8739895e-16,-3.2658904e-32,2.4501404e-46,8.8739895e-16,-1.9175011e-46,8.8739895e-16
0.4717111,7.2900328e-16,-3.229317e-32,-3.1493475e-46,7.2900328e-16,2.3743923e-46,7.2900328e-16
0.47388875,6.0327435e-16,-3.1970183e-32,-8.85316e-48,6.0327435e-16,1.8874347e-47,6.0327435e-16
0.47619698,5.0271461e-16,-3.1702105e-32,5.0878458e-46,5.0271461e-16,-3.8929382e-46,5.0271461e-16
0.4786436,4.2181828e-16,-3.1506909e-32,3.633591e-48,4.2181828e-16,-1.3108994e-47,4.2181828e-16
0.4812369,3.5649549e-16,-3.1410774e-32,-2.0422602e-46,3.5649549e-16,1.5605945e-46,3.5649549e-16
0.48398567,3.0368212e-16,-3.1451495e-32,4.1400421e-48,3.0368212e-16,1.0354838e-48,3.0368212e-16
0.48689921,2.6107223e-16,-3.1683427e-32,1.0759919e-46,2.6107223e-16,-7.9924912e-47,2.6107223e-16
0.48998738,2.2692958e-16,-3.2184156e-32,4.1679997e-47,2.2692958e-16,-3.3838089e-47,2.2692958e-16
0.49326065,1.9996201e-16,-3.3065153e-32,-1.025994e-46,1.9996201e-16,7.4014891e-47,1.9996201e-16
0.49673007,1.7921105e-16,-3.4482134e-32,-1.779853e-46,1.7921105e-16,1.3294853e-46,1.7921105e-16
0.5004074,1.6404826e-16,-3.6667638e-32,-1.4309752e-46,1.6404826e-16,1.0931955e-46,1.6404826e-16
0.50430505,1.5392928e-16,-3.9907579e-32,6.4061578e-48,1.5392928e-16,-2.4155565e-48,1.5392928e-16
0.50843622,1.4903924e-16,-4.4775812e-32,1.6055465e-46,1.4903924e-16,-1.1833411e-46,1.4903924e-16
0.51281486,1.4802974e-16,-5.1432157e-32,1.4511091e-46,1.4802974e-16,-1.1460434e-46,1.4802974e-16
0.51745577,1.4802974e-16,-5.9396031e-32,-4.83923e-46,1.4802974e-16,3.5566477e-46,1.4802974e-16
0.52237461,1.4802974e-16,-6.8541069e-32,5.1777459e-47,1.4802974e-16,-2.6250593e-47,1.4802974e-16
0.527588,1.4802974e-16,-7.904721e-32,5.1650176e-46,1.4802974e-16,-3.8181124e-46,1.4802974e-16
0.53311352,1.4802974e-16,-9.1123405e-32,-7.9886493e-48,1.4802974e-16,-1.1755247e-48,1.4802974e-16
0.53896981,1.4802974e-16,-1.0501277e-31,-1.7592744e-48,1.4802974e-16,1.1890173e-48,1.4802974e-16
0.54517663,1.4802974e-16,-1.2099836e-31,1.8972961e-47,1.4802974e-16,-9.9284226e-48,1.4802974e-16
0.55175488,1.4802974e-16,-1.3940987e-31,3.8825157e-46,1.4802974e-16,-2.8525527e-46,1.4802974e-16
0.55872673,1.4802974e-16,-1.6063186e-31,-3.5376161e-47,1.4802974e-16,1.6794385e-47,1.4802974e-16
0.56611563,1.4802974e-16,-1.8511302e-31,-4.236715e-46,1.4802974e-16,3.1114442e-46,1.4802974e-16
0.57394647,1.4802974e-16,-2.1337713e-31,-1.7939339e-48,1.4802974e-16,6.8669942e-48,1.4802974e-16
0.58224555,1.4802974e-16,-2.4603608e-31,7.4058722e-48,1.4802974e-16,-5.2720815e-48,1.4802974e-16
0.59104079,1.4802974e-16,-2.8380428e-31,2.5806119e-48,1.4802974e-16,-4.2171373e-48,1.4802974e-16
0.6003617,1.4802974e-16,-3.2751549e-31,-3.2114561e-46,1.4802974e-16,2.2033646e-46,1.4802974e-16
0.61023958,1.4802974e-16,-3.7814237e-31,5.7964e-47,1.4802974e-16,-2.5693906e-47,1.4802974e-16
0.62070754,1.4802974e-16,-4.3681826e-31,1.1196563e-45,1.4802974e-16,-7.5985443e-46,1.4802974e-16
0.63180067,1.4802974e-16,-5.0486085e-31,-1.088261e-46,1.4802974e-16,5.2008532e-47,1.4802974e-16
0.64355609,1.4802974e-16,-5.8379814e-31,-7.950178e-46,1.4802974e-16,5.6066939e-46,1.4802974e-16
0.65601315,1.4802974e-16,-6.7539624e-31,2.6863413e-45,1.4802974e-16,-1.8139502e-45,1.4802974e-16
0.66921346,1.4802974e-16,-7.8168699e-31,-1.1490654e-46,1.4802974e-16,2.0181777e-47,1.4802974e-16
0.6832011,1.4802974e-16,-9.0499397e-31,-2.922706e-45,1.4802974e-16,1.9979318e-45,1.4802974e-16
0.69802273,1.4802974e-16,-1.0479551e-30,1.3218055e-45,1.4802974e-16,-7.4044658e-46,1.4802974e-16
0.71372772,1.4925811e-16,-1.2243468e-30,7.5319209e-45,1.4925811e-16,-4.8505123e-45,1.4925811e-16
0.73036836,1.5438205e-16,-1.4680344e-30,-2.1194057e-45,1.5438205e-16,1.1897689e-45,1.5438205e-16
0.74799995,1.6418284e-16,-1.8082406e-30,-8.7023565e-45,1.6418284e-16,5.6139052e-45,1.6418284e-16
0.76668102,1.7812973e-16,-2.2703019e-30,2.4222262e-47,1.7812973e-16,8.197056e-47,1.7812973e-16
0.78647353,1.9650558e-16,-2.8947812e-30,-1.5405913e-46,1.9650558e-16,7.2715376e-47,1.9650558e-16
0.807443,2.1970616e-16,-3.7349003e-30,-3.7546322e-47,2.1970616e-16,-5.7756921e-47,2.1970616e-16
0.82965875,2.482532e-16,-4.8599957e-30,-1.3224982e-44,2.482532e-16,7.6971764e-45,2.482532e-16
0.85319414,2.8280782e-16,-6.359568e-30,1.7855112e-45,2.8280782e-16,-7.8144933e-46,2.8280782e-16
0.87812673,3.2418648e-16,-8.3478549e-30,2.2188051e-44,3.2418648e-16,-1.2454308e-44,3.2418648e-16
0.90453855,3.7338013e-16,-1.0968728e-29,3.6803502e-44,3.7338013e-16,-1.8446377e-44,3.7338013e-16
0.93251636,4.3157615e-16,-1.4400477e-29,2.4916145e-43,4.3157615e-16,-1.2891915e-43,4.3157615e-16
0.96215188,5.0018201e-16,-1.8859721e-29,-1.0579036e-43,5.0018201e-16,5.1422747e-44,5.0018201e-16
0.99354208,5.8084834e-16,-2.4603215e-29,-3.3063151e-43,5.8084834e-16,1.7115914e-43,5.8084834e-16
1.0138306,6.3856591e-16,-2.9070343e-29,-1.3014454e-43,6.3856591e-16,6.8943537e-44,6.3856591e-16
1.0267912,6.7553072e-16,-3.192697e-29,3.9447091e-46,6.7553072e-16,2.4018386e-45,6.7553072e-16
1.0620087,7.864708e-16,-4.1155901e-29,-1.0435079e-45,7.864708e-16,3.2825727e-46,7.864708e-16
1.0993063,9.1606056e-16,-5.2620851e-29,2.0785238e-45,9.1606056e-16,-2.4152285e-45,9.1606056e-16
1.1388049,1.0669592e-15,-6.6628554e-29,-4.9908999e-43,1.0669592e-15,2.018294e-43,1.0669592e-15
1.1806322,1.2419358e-15,-8.3402805e-29,-2.7255377e-43,1.2419358e-15,1.090275e-43,1.2419358e-15
1.2249233,1.4436914e-15,-1.0299842e-28,1.0329498e-42,1.4436914e-15,-4.0226848e-43,1.4436914e-15
1.2718207,1.6745729e-15,-1.2517894e-28,-3.9764484e-43,1.6745729e-15,1.1414799e-43,1.6745729e-15
1.3214751,1.9361481e-15,-1.4925364e-28,-3.4110997e-43,1.9361481e-15,1.3004817e-43,1.9361481e-15
1.3740452,2.2286144e-15,-1.7387684e-28,1.654237e-42,2.2286144e-15,-5.5176495e-43,2.2286144e-15
1.4296989,2.5500294e-15,-1.9683045e-28,-1.8301482e-42,2.5500294e-15,5.2397352e-43,2.5500294e-15
1.4886134,2.8953896e-15,-2.1484381e-28,5.6161591e-43,2.8953896e-15,-1.2070283e-43,2.8953896e-15
1.5509756,3.2556481e-15,-2.2356508e-28,1.9627682e-42,3.2556481e-15,-5.7227392e-43,3.2556481e-15
1.6169826,3.6168715e-15,-2.1787835e-28,-1.2761802e-42,3.6168715e-15,3.3755646e-43,3.6168715e-15
1.6868426,3.959882e-15,-1.9281186e-28,-4.6324409e-45,3.959882e-15,4.6077936e-45,3.959882e-15
1.7607751,4.2571035e-15,-1.4579238e-28,-9.0951996e-45,4.2571035e-15,1.6930726e-45,4.2571035e-15
1.8345848,4.4737097e-15,-8.0900988e-29,2.498527e-45,4.4737097e-15,-1.361645e-44,4.4737097e-15
1.9041042,4.5896845e-15,-8.4168014e-30,-8.4879204e-42,4.5896845e-15,1.4346843e-42,4.5896845e-15
1.9695896,4.6067176e-15,6.1213129e-29,4.4994719e-42,4.6067176e-15,-6.7186965e-43,4.6067176e-15
2.0312813,4.5351552e-15,1.2011069e-28,9.7497105e-42,4.5351552e-15,-1.6417376e-42,4.5351552e-15
2.0894046,4.3883979e-15,1.63766e-28,-4.4327473e-42,4.3883979e-15,6.725167e-43,4.3883979e-15
2.0951228,4.3670412e-15,1.6663364e-28,-3.9904363e-42,4.3670412e-15,6.0604215e-43,4.3670412e-15
2.1441731,4.1832917e-15,1.9110629e-28,1.7053417e-43,4.1832917e-15,-1.4742632e-44,4.1832917e-15
2.1957821,3.937129e-15,2.035708e-28,6.6572664e-44,3.937129e-15,-1.6553666e-44,3.937129e-15
2.244417,3.6645885e-15,2.0396179e-28,-3.9842119e-42,3.6645885e-15,4.4387322e-43,3.6645885e-15
2.2902523,3.3782358e-15,1.9550303e-28,-3.786299e-42,3.3782358e-15,4.4420881e-43,3.3782358e-15
2.3334521,3.0883358e-15,1.8122884e-28,1.556301e-41,3.0883358e-15,-1.5817315e-42,3.0883358e-15
2.3741702,2.802892e-15,1.636749e-28,4.5293777e-42,2.802892e-15,-5.1713093e-43,2.802892e-15
2.4125513,2.5278385e-15,1.4478367e-28,-1.0996473e-41,2.5278385e-15,1.0962947e-42,2.5278385e-15
2.4487314,2.2672496e-15,1.2593117e-28,3.2791576e-45,2.2672496e-15,1.6986638e-44,2.2672496e-15
2.4828384,2.0236423e-15,1.0801529e-28,-8.2881725e-46,2.0236423e-15,8.0954445e-46,2.0236423e-15
2.5149925,1.7984349e-15,9.1569676e-29,3.0588894e-43,1.7984349e-15,-1.5281797e-44,1.7984349e-15
2.5453067,1.592257e-15,7.6863467e-29,2.557267e-42,1.592257e-15,-1.8188035e-43,1.592257e-15
2.5738875,1.4050595e-15,6.3977073e-29,1.2383405e-43,1.4050595e-15,-2.0227977e-44,1.4050595e-15
2.6008349,1.2363508e-15,5.2868875e-29,-2.7403877e-42,1.2363508e-15,1.8887411e-43,1.2363508e-15
2.6262432,1.0852841e-15,4.3421111e-29,-1.1170993e-43,1.0852841e-15,1.2987599e-44,1.0852841e-15
