y,turbulenceProperties:R_0,turbulenceProperties:R_1,turbulenceProperties:R_2,turbulenceProperties:R_3,turbulenceProperties:R_4,turbulenceProperties:R_5
0,6.6666667e-11,0,0,6.6666667e-11,0,6.6666667e-11
0.00086769924,2.423583e-12,-3.8168817e-31,2.0338124e-51,2.423583e-12,7.8420961e-49,2.423583e-12
0.0017874829,4.1055902e-13,-3.599766e-31,1.2462773e-46,4.1055902e-13,5.1210244e-49,4.1055902e-13
0.0027624773,1.355364e-13,-3.4374123e-31,1.0134948e-46,1.355364e-13,-1.380774e-48,1.355364e-13
0.0037959966,6.1641667e-14,-3.3097524e-31,-1.0559257e-46,6.1641667e-14,-1.453913e-48,6.1641667e-14
0.0048915537,3.3444829e-14,-3.2035149e-31,-2.6231531e-46,3.3444829e-14,5.6360521e-49,3.3444829e-14
0.0060528726,2.0235487e-14,-3.1109614e-31,-1.3940301e-47,2.0235487e-14,3.4468877e-49,2.0235487e-14
0.0072839007,1.3172978e-14,-3.0275501e-31,-2.6476897e-46,1.3172978e-14,6.7542267e-49,1.3172978e-14
0.0085888223,9.0352913e-15,-2.9505112e-31,2.7145071e-46,9.0352913e-15,1.8956599e-48,9.0352913e-15
0.0099720729,6.4438728e-15,-2.8780932e-31,5.0263441e-46,6.4438728e-15,-6.3987264e-49,6.4438728e-15
0.011438354,4.7365167e-15,-2.8091632e-31,2.3805667e-47,4.7365167e-15,-3.4898906e-48,4.7365167e-15
0.01299265,3.5660907e-15,-2.7429897e-31,-1.1177004e-45,3.5660907e-15,-8.2453569e-49,3.5660907e-15
0.014640245,2.7377836e-15,-2.6791229e-31,-3.5091989e-46,2.7377836e-15,4.1269767e-48,2.7377836e-15
0.016386737,2.1361213e-15,-2.6173328e-31,9.8993089e-46,2.1361213e-15,8.2857766e-49,2.1361213e-15
0.018238064,1.6895176e-15,-2.5573416e-31,-1.2659169e-52,1.6895176e-15,-1.4220773e-48,1.6895176e-15
0.020200518,1.3519112e-15,-2.4988612e-31,2.9822352e-46,1.3519112e-15,2.0799447e-48,1.3519112e-15
0.022280771,1.0927244e-15,-2.4418513e-31,1.2392686e-45,1.0927244e-15,2.3698269e-49,1.0927244e-15
0.024485892,8.9110767e-16,-2.3864551e-31,3.186144e-46,8.9110767e-16,-3.7145332e-48,8.9110767e-16
0.026823378,7.3251268e-16,-2.3329725e-31,-1.1076663e-45,7.3251268e-16,-1.3043623e-48,7.3251268e-16
0.029301173,6.0658445e-16,-2.2818935e-31,-3.768368e-46,6.0658445e-16,1.233853e-48,6.0658445e-16
0.0319277,5.0582613e-16,-2.233958e-31,-3.1418957e-46,5.0582613e-16,1.4418278e-48,5.0582613e-16
0.034711887,4.247317e-16,-2.1902438e-31,6.4198596e-46,4.247317e-16,1.2138265e-48,4.247317e-16
0.037663197,3.5920997e-16,-2.1522903e-31,3.4466388e-46,3.5920997e-16,-1.8778282e-48,3.5920997e-16
0.040791661,3.0619438e-16,-2.1222702e-31,-7.2052945e-46,3.0619438e-16,-1.0122789e-48,3.0619438e-16
0.044107915,2.6337504e-16,-2.1032247e-31,-1.8117376e-46,2.6337504e-16,9.6966228e-49,2.6337504e-16
0.047623229,2.2901047e-16,-2.0993744e-31,-6.4427786e-48,2.2901047e-16,8.1295876e-50,2.2901047e-16
0.051349553,2.0180003e-16,-2.1165935e-31,-1.3834892e-46,2.0180003e-16,-9.0060855e-50,2.0180003e-16
0.055299553,1.8077819e-16,-2.162843e-31,-3.0463132e-48,1.8077819e-16,-6.3428992e-49,1.8077819e-16
0.059486654,1.6529254e-16,-2.2495306e-31,-6.6361946e-46,1.6529254e-16,-6.2599011e-49,1.6529254e-16
0.06392509,1.5481536e-16,-2.3904161e-31,-1.2540844e-46,1.5481536e-16,2.1701768e-48,1.5481536e-16
0.068629948,1.4939326e-16,-2.6111889e-31,1.0179894e-45,1.4939326e-16,9.6572032e-49,1.4939326e-16
0.073617218,1.4802974e-16,-2.920634e-31,1.696149e-46,1.4802974e-16,5.3771566e-49,1.4802974e-16
0.078903853,1.4802974e-16,-3.2879124e-31,1.6882228e-45,1.4802974e-16,9.490112e-49,1.4802974e-16
0.084507823,1.4802974e-16,-3.6939095e-31,-1.381294e-46,1.4802974e-16,-5.0588746e-48,1.4802974e-16
0.090448176,1.4802974e-16,-4.1421801e-31,-1.9363987e-45,1.4802974e-16,-1.2846418e-48,1.4802974e-16
0.096745104,1.4802974e-16,-4.6365685e-31,1.050008e-47,1.4802974e-16,3.1842777e-48,1.4802974e-16
0.10342001,1.4802974e-16,-5.1812304e-31,1.1348301e-46,1.4802974e-16,-6.3846624e-48,1.4802974e-16
