x,wallShearStress_0,wallShearStress_1,wallShearStress_2
0.10000458,-0.0052804978,0.00010336459,3.6288555e-21
0.39775998,0.0021010585,-0.00118914,1.9423582e-19
0.70039081,0.00097884679,-0.00082573089,-1.0880513e-20
0.99909327,0.0008041039,-0.00062310561,-3.4453403e-21
1.3017854,0.00099041311,-0.00067034173,1.8222699e-19
1.6007759,0.0010049993,-0.00037514406,2.4875621e-21
1.9000332,0.001019012,-3.6207658e-05,-5.6517131e-21
2.2,0.0017994898,-1.0750743e-06,-3.8555896e-24
2.5,0.0018933676,-6.3888162e-07,-1.3887087e-23
2.8,0.0017637953,-3.0892004e-07,-7.5533138e-25
3.1,0.0015216151,-4.3791968e-08,7.6372148e-24
3.4,0.001229398,1.4782947e-07,-1.3793479e-22
3.7,0.00092733663,2.7061149e-07,4.9964497e-23
4,0.00063902342,3.3835171e-07,2.5857431e-26
4.3,0.00037656761,3.6679984e-07,5.7272099e-23
4.6,0.00014506463,3.6666255e-07,-6.5738895e-23
4.9,-5.0008197e-05,3.4322927e-07,-5.2664136e-23
5.2,-0.00020974719,3.1381951e-07,-2.1999729e-25
5.5,-0.00033565688,2.7893293e-07,-6.319833e-23
5.8,-0.0004271683,2.4020725e-07,2.7582515e-23
6.1,-0.00048102048,1.9687813e-07,-5.2037025e-25
6.4,-0.00048883,1.4352124e-07,-1.0039003e-17
6.7,-0.00042755727,5.3772809e-08,-1.0696905e-24
7,-0.00022372784,-2.3283304e-07,1.5872996e-23
7.2998928,-0.00011753875,-3.285017e-05,-6.1552872e-20
7.6001892,-0.0005319358,-0.00031876403,1.6613574e-19
7.8995713,-0.0016363396,-0.0012441364,-1.2330639e-19
8.2014087,-0.0030758047,-0.0024945491,-3.3891221e-20
8.7994087,-0.0094906226,-0.0013234711,-6.8045427e-20
