"wallGradU:0","wallGradU:1","wallGradU:2","Points:0","Points:1","Points:2"
-0.2832437,-0.1231384,2.364199e-20,7.523522,0.1169988,0.08928572
0.2255513,0.1519727,2.444247e-20,7.570504,0.1423342,0.08928572
0.8768783,0.561596,2.467994e-20,7.61649,0.1694428,0.08928572
1.675259,1.116572,-2.444131e-20,7.661582,0.1980145,0.08928572
2.620962,1.819437,1.636344e-15,7.705913,0.2277583,0.08928572
3.71244,2.666794,1.636421e-15,7.749607,0.2584303,0.08928572
4.949497,3.652085,5.0139e-20,7.792788,0.2898216,0.08928572
6.321676,4.756842,3.288114e-15,7.835572,0.3217469,0.08928572
7.815701,5.95623,3.288071e-15,7.878077,0.354046,0.08928572
9.382522,7.197044,-5.21942e-22,7.920412,0.3865677,0.08928572
10.93381,8.420166,-1.593195e-15,7.962673,0.4191844,0.08928572
12.47727,9.658451,-3.156469e-15,8.004866,0.4518895,0.08928572
14.08207,10.98095,-1.563379e-15,8.046954,0.4847283,0.08928572
15.79679,12.4346,-1.435631e-19,8.088905,0.5177439,0.08928572
17.67283,14.07058,1.065479e-20,8.130682,0.5509768,0.08928572
19.77169,15.9512,1.364325e-15,8.172255,0.584468,0.08928572
22.18563,18.16783,7.881078e-17,8.213588,0.6182519,0.08928572
25.06869,20.8693,-2.473215e-15,8.254651,0.6523634,0.08928572
28.79847,24.33678,9.400096e-16,8.295416,0.6868324,0.08928572
33.76011,28.69326,2.126992e-15,8.335942,0.7215837,0.08928572
39.89357,33.6226,-7.192035e-19,8.37646,0.7563446,0.08928572
47.36934,38.99048,3.847172e-16,8.417223,0.7908176,0.08928572
56.50687,44.6661,3.699079e-16,8.458491,0.8246793,0.08928572
67.908,50.48922,-4.612735e-16,8.500551,0.8575609,0.08928572
81.89046,55.71444,6.152676e-16,8.543708,0.8889793,0.08928572
98.39559,58.83809,1.061721e-15,8.588337,0.9182608,0.08928572
114.7761,56.8225,-4.622117e-21,8.634839,0.9444566,0.08928572
123.1128,46.24201,2.121675e-21,8.683553,0.9662149,0.08928572
113.4813,29.36648,5.964402e-21,8.734461,0.9821898,0.08928572
92.01817,14.34137,1.038108e-15,8.786818,0.992484,0.08928572
66.04282,5.286142,7.689544e-16,8.839898,0.9980272,0.08928572
46.43772,1.103714,-2.966738e-16,8.893234,1.000135,0.08928572
30.5527,0.01859846,9.352823e-17,8.946617,1.000287,0.08928572
19.22944,-0.09322748,2.4206e-16,9,1,0.08928572
