x,wallShearStress_0,wallShearStress_1,wallShearStress_2
0.025867183,-0.00032444873,1.6618129e-07,1.3457925e-22
0.095543034,-0.00032452611,-1.4408489e-06,-1.3462126e-21
0.12328439,-0.00032488912,-3.8634732e-06,-2.4878422e-21
0.15194195,-0.00032557155,-6.7817876e-06,-3.7411328e-21
0.21062418,-0.00033008156,-1.5682296e-05,-7.3352665e-21
0.24108689,-0.0003342692,-2.1268643e-05,-9.9637477e-21
0.25540541,-0.00033794395,-2.4338988e-05,-1.1382985e-20
0.26969801,-0.00034161204,-2.7403774e-05,-1.2799653e-20
0.31282512,-0.00035645317,-3.6843222e-05,-1.0872704e-20
0.36595983,-0.00037987194,-4.7475703e-05,-1.134118e-20
0.43377139,-0.0004076893,-5.6371252e-05,-1.9689995e-20
0.53523828,-0.00043070947,-6.192287e-05,-3.3667567e-23
0.67276172,-0.00042162756,-6.0853046e-05,-2.1995692e-20
0.79640239,-0.00039089493,-5.6338234e-05,-2.401753e-20
0.9934234,-0.00035363856,-5.0751352e-05,3.4814111e-22
1.1902548,-0.00032451097,-4.6294491e-05,2.6326765e-22
1.3312855,-0.00029623574,-4.1179058e-05,-1.6938337e-21
1.5256354,-0.0002544287,-3.032967e-05,-9.9959681e-21
1.6801984,-0.00023101878,-1.9754577e-05,3.250465e-23
1.8216544,-0.00021955841,-8.8337074e-06,-5.1862402e-22
1.8644841,-0.00021808141,-5.3782505e-06,-2.1275521e-21
1.9209813,-0.00021752491,-1.5701042e-06,-1.6742068e-21
2.01948,-0.00021755101,4.1573727e-23,0
2.08992,-0.00021755101,1.3328555e-22,0
2.18839,-0.00021755101,-3.1838952e-23,0
2.27274,-0.00021755101,-3.5616811e-23,0
2.37115,-0.00021755101,6.6199957e-20,7.0491695e-35
2.51158,-0.00021755101,-1.0167371e-22,-5.9065246e-35
2.69409,-0.00021755101,-6.0099727e-23,0
2.89047,-0.00021755101,4.9031331e-23,-2.5493196e-35
3.0589,-0.00021755101,-1.9126531e-24,0
3.25525,-0.00021755101,-1.2237842e-22,0
3.39549,-0.00021755101,-2.5425391e-23,0
3.64782,-0.00021755101,9.4766102e-23,-1.3456338e-35
3.85813,-0.00021755101,-2.4232881e-23,0
4.06847,-0.00021755101,2.8260418e-23,5.0117157e-35
4.25082,-0.00021755101,1.7747018e-20,-9.2288601e-43
4.40498,-0.00021755101,-2.9978804e-23,0
4.69,-0.00021755101,-2.4409049e-24,0
4.82574,-0.00021755101,-8.2269046e-25,0
5.12031,-0.00021755101,-2.100839e-23,0
5.41486,-0.00021755101,5.294791e-25,0
5.72352,-0.00021755101,-2.1123153e-23,0
6.00423,-0.00021755101,1.6896571e-23,0
6.38315,-0.00021755101,9.3133342e-21,-1.6998048e-36
6.56566,-0.00021755101,-7.9022045e-28,0
6.77635,-0.00021755101,9.6867861e-24,0
6.93084,-0.00021755101,-7.6856239e-23,0
7.01519,-0.00021754114,8.1370975e-08,-5.0947577e-27
7.0574164,-0.00021752354,6.8365723e-07,1.0602448e-25
7.1140945,-0.00021779173,3.7221415e-06,1.1401245e-24
7.199339,-0.00022059466,1.0519545e-05,2.9179861e-24
7.3100834,-0.0002299473,1.9036983e-05,9.6474927e-22
7.4964281,-0.00025867186,3.1721604e-05,-1.6079836e-21
7.6477811,-0.00029161745,4.0218482e-05,-2.6252156e-21
7.774441,-0.00031800512,4.5205412e-05,-2.9291657e-22
7.9112787,-0.00034051304,4.8804487e-05,-2.1492e-20
8.0527671,-0.00036090638,5.1839117e-05,-1.0322701e-20
8.1924628,-0.00038836094,5.5959978e-05,1.2642843e-22
8.2306601,-0.0003975033,5.7319467e-05,1.8011138e-22
8.305346,-0.00041664203,6.0129185e-05,1.0362338e-20
8.3421638,-0.00042445974,6.1261734e-05,1.7242405e-20
8.3538795,-0.00042668049,6.1582182e-05,1.8926346e-20
8.4281121,-0.00043253609,6.2353431e-05,5.0076868e-21
8.4529311,-0.0004313448,6.2069965e-05,-1.2323321e-21
8.4915464,-0.00042699251,6.1110469e-05,-1.0775636e-20
8.5034319,-0.00042525395,6.0731407e-05,-1.3687146e-20
8.5736343,-0.00040513326,5.5690289e-05,-1.4386753e-20
8.6200319,-0.00038613308,4.9825137e-05,-1.4377203e-20
8.6895113,-0.00035552451,3.632815e-05,-1.4240957e-20
8.7257144,-0.00034279936,2.8392912e-05,-6.3329923e-21
8.758302,-0.00033442747,2.1399345e-05,-3.8142555e-22
8.7771454,-0.00033168234,1.7902865e-05,1.5452395e-23
8.8091369,-0.00032758338,1.2140024e-05,4.8670719e-24
8.8678091,-0.00032500786,4.6507552e-06,2.4343039e-24
8.9095841,-0.00032451817,1.2520598e-06,5.3999291e-23
8.909824,-0.0003245178,1.2432214e-06,5.5324139e-23
