y,k,kMean
-5.5511152e-17,1e-10,1e-10
0.00024233637,1.3599402e-09,3.4319088e-10
0.00048856526,1.0660188e-08,2.6693776e-09
0.00073874919,4.342845e-08,1.0873617e-08
0.00099295171,1.2257015e-07,3.0691311e-08
0.0012512373,2.7650458e-07,6.9244071e-08
0.0015136717,5.3858979e-07,1.3489735e-07
0.0017803214,9.4706046e-07,2.3724857e-07
0.0020512541,1.5451382e-06,3.8715925e-07
0.0023265387,2.3812154e-06,5.9680635e-07
0.0026062451,3.5090752e-06,8.7974338e-07
0.0028904442,4.9881291e-06,1.2509667e-06
0.0031792083,6.8836617e-06,1.726984e-06
0.0034726106,9.2670698e-06,2.3258821e-06
0.0037707257,1.2216089e-05,3.0673923e-06
0.0040736293,1.5814997e-05,3.9729497e-06
0.0043813983,2.0154777e-05,5.0657442e-06
0.0046941108,2.5333236e-05,6.3707602e-06
0.0050118462,3.1455056e-05,7.9148003e-06
0.0053346853,3.8631758e-05,9.7264894e-06
0.0056627099,4.6981563e-05,1.1836256e-05
0.0059960035,5.6629112e-05,1.4276281e-05
0.0063346505,6.770503e-05,1.7080417e-05
0.0066787371,8.0345287e-05,2.0284058e-05
0.0070283505,9.4690323e-05,2.3923974e-05
0.0073835797,0.00011088389,2.8038082e-05
0.0077445146,0.00012907159,3.2665166e-05
0.0081112471,0.00014939901,3.7844488e-05
0.0084838703,0.00017200947,4.361538e-05
0.0088624786,0.00019704136,5.0016843e-05
0.0092471684,0.00022462492,5.7087017e-05
0.0096380372,0.0002548787,6.4862643e-05
0.010035184,0.00028790539,7.3378763e-05
0.010438711,0.00032378749,8.2668394e-05
0.010848719,0.00036258259,9.2762011e-05
0.011265312,0.00040431859,0.00010368698
0.011688598,0.00044898918,0.00011546701
0.012118682,0.00049654966,0.00012812165
0.012555674,0.00054691367,0.0001416659
0.012999686,0.000599951,0.00015610993
0.01345083,0.00065548701,0.00017145897
0.01390922,0.00071330386,0.00018771309
0.014374973,0.00077314372,0.00020486709
0.014848207,0.00083471404,0.00022291066
0.015329042,0.00089769475,0.00024182847
0.015817601,0.0009617469,0.00026160034
0.016314007,0.0010265224,0.00028220151
0.016818387,0.001091674,0.00030360325
0.017330868,0.0011568652,0.00032577332
0.017851582,0.0012217787,0.00034867638
0.018380659,0.0012861241,0.00037227452
0.018918234,0.0013496431,0.00039652799
0.019464444,0.0014121132,0.00042139575
0.020019428,0.0014733491,0.00044683814
0.020583326,0.0015332027,0.00047281861
0.021156282,0.0015915617,0.00049929988
0.02173844,0.0016483466,0.00052624124
0.02232995,0.0017035074,0.00055360045
0.022930961,0.0017570201,0.00058133543
0.023541625,0.0018088824,0.00060940474
0.024162099,0.0018591103,0.00063776832
0.024792538,0.0019077341,0.00066638752
0.025433104,0.0019547954,0.00069522517
0.026083959,0.0020003443,0.00072424683
0.026745269,0.002044437,0.00075341925
0.027417201,0.0020871337,0.00078270973
0.028099925,0.0021284967,0.00081208548
0.028793616,0.0021685895,0.00084151101
0.029498449,0.0022074757,0.00087095094
0.030214604,0.0022452171,0.00090037167
0.030942262,0.0022818706,0.00092973958
0.031681608,0.002317661,0.00095902145
0.03243283,0.0023530873,0.00098818528
0.033196118,0.0023885669,0.0010172015
0.033971666,0.0024241977,0.0010460423
0.034759672,0.0024599388,0.001074681
0.035560335,0.0024957437,0.0011030915
0.036373858,0.0025315661,0.0011312513
0.037200449,0.0025673616,0.0011591431
0.038040317,0.0026030872,0.0011867551
0.038893675,0.0026387024,0.0012140807
0.03976074,0.0026741687,0.0012411188
0.040641733,0.0027094502,0.0012678737
0.041536876,0.0027445137,0.0012943561
0.042446398,0.0027793285,0.0013205828
0.043370529,0.0028138669,0.0013465761
0.044309504,0.0028481039,0.0013723621
0.045263561,0.0028820172,0.0013979705
0.046232942,0.0029155876,0.0014234337
0.047217894,0.0029487986,0.001448783
0.048218667,0.0029816363,0.0014740474
0.049235515,0.0030140898,0.0014992519
0.050268696,0.0030461506,0.0015244177
0.051318472,0.0030778129,0.0015495614
0.052385111,0.0031090735,0.0015747017
0.053468882,0.0031399314,0.0015998618
0.054570061,0.0031703882,0.0016250609
0.055688928,0.0032004474,0.0016503049
0.056825767,0.0032301149,0.0016755919
0.057980866,0.0032593984,0.0017009125
0.059154519,0.0032883074,0.0017262493
0.060347024,0.0033168532,0.0017515863
0.061558683,0.0033450484,0.0017769123
0.062789805,0.0033729073,0.0018022162
0.064040701,0.0034004452,0.0018274829
0.06531169,0.0034276786,0.0018526952
0.066603094,0.003454625,0.0018778414
0.067915242,0.0034813028,0.0019029164
0.069248465,0.0035077309,0.0019279158
0.070603104,0.0035339283,0.0019528324
0.071979501,0.0035599144,0.0019776573
0.073378007,0.0035857084,0.0020023792
0.074798976,0.0036113294,0.0020269856
0.07624277,0.0036367959,0.0020514707
0.077709754,0.0036621258,0.0020758386
0.079200302,0.0036873363,0.0021001042
0.080714792,0.0037124437,0.0021242886
0.082253608,0.0037374633,0.0021484154
0.083817142,0.0037624093,0.0021725039
0.085405789,0.0037872949,0.0021965688
0.087019955,0.0038121319,0.0022206276
0.088660047,0.0038369309,0.0022447014
0.090326484,0.0038617009,0.0022688113
0.092019688,0.0038864497,0.0022929772
0.093740089,0.0039111835,0.002317217
0.095488124,0.0039359072,0.0023415457
0.097264236,0.0039606242,0.0023659787
0.099068878,0.0039853364,0.0023905307
0.10090251,0.0040100445,0.0024152134
0.10276559,0.0040347482,0.0024400343
0.10465859,0.0040594455,0.0024649996
0.10658201,0.0040841338,0.0024901188
0.10853631,0.0041088087,0.0025154011
0.11052201,0.0041334649,0.0025408488
0.11253961,0.0041580958,0.0025664621
0.11458961,0.0041826936,0.0025922462
0.11667254,0.0042072493,0.0026182083
0.11878893,0.0042317527,0.0026443629
0.12093931,0.0042561927,0.002670731
0.12312423,0.0042805571,0.0026973227
0.12534425,0.0043048324,0.0027241474
0.12759992,0.0043290045,0.0027512159
0.12989183,0.0043530581,0.0027785258
0.13222055,0.0043769772,0.0028060693
0.13458668,0.0044007445,0.0028338406
0.13699081,0.0044243422,0.002861835
0.13943356,0.0044477515,0.0028900428
0.14191555,0.0044709528,0.0029184408
0.1444374,0.004493926,0.002946997
0.14699976,0.0045166498,0.0029756809
0.14960327,0.0045391026,0.0030044651
0.15224861,0.0045612617,0.00303332
0.15493644,0.0045831037,0.0030622121
0.15766744,0.0046046049,0.0030911051
0.1604423,0.0046257404,0.0031199631
0.16326174,0.0046464851,0.0031487589
0.16612647,0.0046668132,0.0031774713
0.16903721,0.0046866984,0.0032060768
0.1719947,0.0047061138,0.0032345553
0.1749997,0.0047250323,0.0032628919
0.17805296,0.0047434263,0.0032910711
0.18115527,0.0047612679,0.0033190785
0.18430741,0.0047785291,0.0033468988
0.18751018,0.0047951817,0.0033745127
0.1907644,0.0048111972,0.0034019057
0.19407088,0.0048265473,0.0034290689
0.19743048,0.004841204,0.0034559944
0.20084404,0.004855139,0.0034826774
0.20431243,0.0048683245,0.003509113
0.20783653,0.0048807331,0.0035352957
0.21141724,0.0048923379,0.00356122
0.21505546,0.0049031122,0.0035868831
0.21875212,0.0049130305,0.003612284
0.22250816,0.0049220677,0.0036374196
0.22632453,0.0049301997,0.0036622902
0.2302022,0.0049374036,0.0036869006
0.23414215,0.0049436575,0.0037112588
0.23814539,0.0049489411,0.0037353738
0.24221294,0.0049532353,0.0037592572
0.24634581,0.0049565229,0.0037829188
0.25054508,0.0049587884,0.0038063648
0.25481179,0.0049600183,0.0038296007
0.25914703,0.0049602012,0.0038526324
0.26355191,0.0049593282,0.0038754742
0.26802755,0.0049573925,0.0038981463
0.27257507,0.0049543899,0.0039206666
0.27719564,0.0049503191,0.0039430468
