y,k,kMean
1.0513855,0.0043011483,0.0037026658
1.0523691,0.0043481219,0.0037517455
1.0533685,0.0043950284,0.0037999499
1.054384,0.004441833,0.0038473141
1.0554158,0.0044884935,0.0038938632
1.0564642,0.0045349613,0.003939607
1.0575294,0.0045811832,0.0039845434
1.0586117,0.004627102,0.0040286711
1.0597114,0.004672659,0.0040720089
1.0608287,0.004717795,0.0041145923
1.061964,0.0047624514,0.004156449
1.0631176,0.0048065709,0.0041975888
1.0642897,0.0048500983,0.0042380136
1.0654806,0.0048929808,0.0042777268
1.0666906,0.0049351679,0.00431673
1.06792,0.0049766121,0.0043550083
1.0691693,0.0050172688,0.0043925229
1.0704385,0.0050570966,0.0044292341
1.0717282,0.0050960576,0.0044651171
1.0730386,0.0051341171,0.004500156
1.07437,0.0051712438,0.0045343336
1.0757228,0.0052074094,0.0045676385
1.0770974,0.0052425887,0.0046000839
1.078494,0.0052767586,0.0046317006
1.079913,0.0053098988,0.0046625191
1.0813549,0.0053419906,0.0046925481
1.0828199,0.0053730172,0.0047217613
1.0843084,0.0054029635,0.0047501196
1.0858209,0.0054318161,0.0047776026
1.0873576,0.0054595629,0.0048042163
1.088919,0.0054861938,0.0048299739
1.0905055,0.0055117002,0.0048548773
1.0921175,0.0055360757,0.0048789235
1.0937554,0.0055593162,0.0049021156
1.0954196,0.0055814198,0.0049244594
1.0971105,0.0056023876,0.0049459597
1.0988286,0.0056222239,0.0049666226
1.1005743,0.0056409364,0.0049864592
1.102348,0.0056585363,0.0050054827
1.1041502,0.0056750386,0.0050236933
1.1059814,0.0056904622,0.0050410629
1.1078419,0.0057048296,0.0050575519
1.1097324,0.0057181669,0.0050731504
1.1116532,0.0057305035,0.005087892
1.1136049,0.0057418719,0.0051018258
1.1155879,0.0057523073,0.0051149839
1.1176028,0.0057618474,0.005127369
1.11965,0.0057705314,0.0051389668
1.1217301,0.0057784005,0.0051497756
1.1238437,0.0057854968,0.0051598183
1.1259912,0.005791863,0.0051691246
1.1281731,0.0057975424,0.0051777151
1.1303902,0.005802578,0.0051856054
1.1326428,0.0058070124,0.0051928158
1.1349316,0.0058108873,0.0051993738
1.1372572,0.0058142433,0.0052053102
1.1396201,0.0058171197,0.005210657
1.142021,0.0058195539,0.0052154474
1.1444605,0.0058215814,0.0052197134
1.1469391,0.0058232355,0.0052234827
1.1494576,0.0058245476,0.0052267798
1.1520165,0.0058255463,0.0052296324
1.1546165,0.0058262582,0.0052320775
1.1572582,0.0058267073,0.0052341593
1.1599425,0.0058269153,0.0052359172
1.1626698,0.0058269019,0.0052373766
1.1654409,0.0058266842,0.0052385533
1.1682565,0.0058262775,0.0052394684
1.1711174,0.0058256953,0.0052401563
1.1740242,0.0058249491,0.0052406564
1.1769777,0.005824049,0.005240996
1.1799787,0.0058230035,0.0052411894
1.1830278,0.0058218202,0.0052412504
1.1861259,0.0058205052,0.005241199
1.1892738,0.005819064,0.005241057
1.1924723,0.0058175013,0.0052408417
1.1957221,0.0058158213,0.0052405629
1.1990241,0.0058140276,0.005240226
1.2023792,0.0058121237,0.0052398352
1.2057881,0.0058101129,0.0052393945
1.2092518,0.0058079983,0.0052389049
1.2127712,0.0058057834,0.0052383636
1.2163471,0.0058034714,0.0052377645
1.2199804,0.0058010658,0.0052370994
1.2236721,0.0057985706,0.0052363583
1.227423,0.0057959898,0.0052355304
1.2312342,0.0057933278,0.0052346034
1.2351067,0.0057905895,0.0052335653
1.2390413,0.00578778,0.0052324033
1.2430392,0.0057849048,0.005231105
1.2471012,0.0057819701,0.0052296577
1.2512285,0.0057789824,0.0052280489
1.2554221,0.0057759485,0.0052262658
1.2596831,0.005772876,0.0052242967
1.2640125,0.0057697728,0.005222131
1.2684114,0.0057666475,0.0052197588
1.272881,0.0057635089,0.0052171697
1.2774224,0.0057603668,0.0052143539
1.2820367,0.0057572311,0.005211302
1.2867252,0.0057541127,0.0052080046
1.2914889,0.0057510228,0.0052044522
1.2963292,0.0057479733,0.0052006348
1.3012472,0.0057449767,0.0051965426
1.3062442,0.0057420463,0.0051921666
1.3113215,0.0057391957,0.0051874981
1.3164803,0.0057364395,0.0051825285
1.321722,0.0057337927,0.0051772492
1.3270479,0.0057312711,0.0051716511
1.3324594,0.0057288912,0.0051657248
1.3379577,0.00572667,0.0051594614
1.3435444,0.0057246255,0.0051528514
1.3492208,0.0057227762,0.0051458852
1.3549884,0.0057211413,0.005138553
1.3608486,0.0057197406,0.005130844
1.366803,0.0057185947,0.0051227451
1.372853,0.0057177248,0.0051142419
1.3790002,0.0057171528,0.0051053176
1.3852461,0.0057169012,0.0050959519
1.3915923,0.005716993,0.0050861234
1.3980405,0.0057174518,0.0050758116
1.4045923,0.0057183016,0.0050649962
1.4112492,0.0057195671,0.0050536545
1.4180132,0.0057212729,0.0050417634
1.4248857,0.0057234442,0.0050293018
1.4318687,0.0057261062,0.0050162481
1.4389638,0.005729284,0.005002578
1.4461729,0.0057330027,0.0049882663
1.4534977,0.005737287,0.0049732878
1.4609403,0.0057421608,0.004957616
1.4685023,0.0057476474,0.0049412202
1.4761859,0.0057537689,0.0049240651
1.4839928,0.0057605459,0.0049061115
1.4919252,0.005767997,0.0048873148
1.4999849,0.0057761386,0.0048676299
1.5081742,0.0057849843,0.0048470156
1.5164949,0.0057945444,0.0048254341
1.5249493,0.0058048249,0.0048028493
1.5335396,0.0058158274,0.0047792255
1.5422678,0.0058275478,0.0047545221
1.5511361,0.0058399757,0.0047286894
1.560147,0.0058530931,0.0047016708
1.5693025,0.0058668737,0.0046734052
1.5786052,0.0058812813,0.0046438298
1.5880572,0.0058962688,0.0046128782
1.5976611,0.0059117764,0.0045804801
1.6074192,0.0059277302,0.0045465624
1.6173341,0.0059440403,0.0045110487
1.6274082,0.0059605989,0.0044738609
1.6376442,0.0059772782,0.0044349198
1.6480446,0.0059939287,0.0043941447
1.658612,0.006010376,0.0043514547
1.6693491,0.0060264196,0.0043067752
1.6802587,0.0060418298,0.0042600423
1.6913436,0.0060563457,0.0042111979
1.7026065,0.0060696735,0.004160192
1.7140503,0.006081484,0.0041069922
1.7256779,0.0060914116,0.0040515813
1.7374923,0.0060990524,0.0039939518
1.7494965,0.0061039639,0.0039341066
1.7616934,0.0061056647,0.0038720581
1.7740863,0.0061036358,0.0038078203
1.7866783,0.006097322,0.0037414024
1.7994725,0.0060861358,0.0036728192
1.8124722,0.0060694616,0.0036021035
1.8256807,0.0060466623,0.0035293086
1.8391013,0.0060170874,0.0034545031
1.8527376,0.0059800832,0.0033777657
1.8665928,0.0059350027,0.0032991849
1.8806707,0.0058812125,0.0032188606
1.8949746,0.0058180987,0.0031369145
1.9095083,0.0057451345,0.0030535283
1.9242754,0.0056621404,0.0029689366
1.9392797,0.0055693434,0.0028829739
1.9545251,0.0054652512,0.0027954387
1.9700153,0.0053479252,0.002706725
1.9857543,0.0052187855,0.0026174366
2.0017461,0.0050783415,0.0025278592
2.0179948,0.0049248927,0.0024383237
2.0342435,0.0047596042,0.0023498433
2.0502353,0.0045861271,0.00226358
2.0659743,0.0044075184,0.0021802449
2.0814645,0.0042255267,0.0021002019
2.0967098,0.0040413501,0.0020236847
2.1117141,0.0038561565,0.0019508428
2.1264812,0.0036712303,0.0018817624
2.1410149,0.0034879075,0.0018164726
2.1553188,0.0033075111,0.0017549704
2.1693965,0.0031313027,0.0016972483
2.1832518,0.0029604445,0.0016432929
2.1968879,0.0027959676,0.0015930778
2.2103086,0.0026387502,0.0015465576
2.223517,0.0024895035,0.001503675
2.2365166,0.0023487667,0.0014643693
2.2493108,0.0022169016,0.0014285646
2.2619027,0.0020940883,0.0013961746
2.2742955,0.0019803444,0.0013671258
2.2864924,0.0018755551,0.0013413527
2.2984965,0.0017794596,0.0013187973
2.3103108,0.0016916561,0.0012994299
2.3219383,0.0016117168,0.0012832448
2.3333821,0.0015390419,0.0012702315
2.3446449,0.0014728907,0.0012603621
2.3557297,0.0014126927,0.0012535966
2.3666392,0.0013577023,0.0012498836
2.3773763,0.0013067878,0.001249157
2.3879436,0.0012589448,0.0012513412
2.3983439,0.0012138644,0.001256356
2.4085797,0.001171796,0.0012641085
2.4186538,0.0011329339,0.0012744867
2.4285686,0.0010972922,0.0012873734
2.4383266,0.0010648003,0.0013026575
2.4479304,0.0010352993,0.0013202313
2.4573824,0.0010085762,0.0013399903
2.4666849,0.00098439429,0.0013618313
2.4758404,0.00096251441,0.0013856438
2.4848511,0.00094270972,0.0014113074
2.4937194,0.00092477422,0.0014386963
2.5024475,0.00090852723,0.0014676794
2.5110376,0.00089381442,0.0014981188
2.519492,0.0008805067,0.0015298737
2.5278126,0.00086849768,0.0015628005
2.5360018,0.00085770053,0.0015967483
2.5440614,0.00084804464,0.0016315548
2.5519937,0.00083947251,0.0016670434
2.5598006,0.00083193705,0.0017030231
2.567484,0.00082539931,0.001739293
2.575046,0.00081982662,0.00177565
2.5824884,0.0008151912,0.0018118973
2.5898132,0.00081146907,0.0018478477
2.5970222,0.0008086394,0.0018833191
2.6041172,0.00080668395,0.0019181272
2.6111001,0.00080558688,0.0019520795
2.6179726,0.00080533472,0.0019849719
2.6247364,0.0008059165,0.0020165877
2.6313933,0.00080732397,0.0020467026
2.637945,0.00080955193,0.0020750967
2.644393,0.00081259864,0.0021015691
2.6507392,0.00081646617,0.0021259478
2.656985,0.00082116063,0.0021480933
2.6631321,0.00082669243,0.002167901
2.669182,0.00083307618,0.0021853035
2.6751363,0.00084033045,0.0022002709
2.6809965,0.0008484772,0.0022128059
2.686764,0.00085754086,0.0022229349
2.6924403,0.0008675472,0.0022307008
2.6980269,0.00087852171,0.0022361626
2.7035252,0.00089048734,0.0022393914
2.7089365,0.00090346227,0.0022404694
2.7142623,0.00091745839,0.0022394918
2.719504,0.0009324793,0.0022365617
2.7246627,0.00094851589,0.00223179
2.7297399,0.00096554341,0.0022252933
2.7347369,0.00098352363,0.0022171908
2.7396548,0.0010024034,0.0022076024
2.744495,0.0010221094,0.0021966457
2.7492587,0.0010425478,0.0021844345
2.7539471,0.0010636059,0.0021710767
2.7585613,0.0010851548,0.0021566739
2.7631026,0.0011070514,0.0021413197
2.7675721,0.0011291418,0.0021251026
2.771971,0.0011512654,0.002108105
2.7763003,0.0011732593,0.002090404
2.7805612,0.0011949623,0.0020720724
2.7847547,0.0012162199,0.0020531787
2.788882,0.0012368884,0.0020337877
2.792944,0.0012568374,0.0020139597
2.7969417,0.0012759533,0.0019937509
2.8008763,0.0012941422,0.001973214
2.8047487,0.0013113292,0.0019523988
2.8085598,0.0013274581,0.0019313513
2.8123107,0.0013424967,0.0019101146
2.8160023,0.001356436,0.0018887311
2.8196356,0.0013692798,0.0018672398
2.8232114,0.0013810484,0.0018456733
2.8267307,0.0013918075,0.0018240578
2.8301943,0.0014016388,0.0018024169
2.8336032,0.0014106344,0.0017807762
2.8369582,0.0014188986,0.0017591627
2.8402602,0.0014265273,0.0017376006
2.84351,0.0014335896,0.0017161105
2.8467084,0.0014401103,0.0016947111
2.8498562,0.0014460813,0.001673418
2.8529543,0.0014514837,0.0016522427
2.8560034,0.0014563161,0.0016311957
2.8590043,0.0014605881,0.0016102858
2.8619577,0.0014643178,0.0015895201
2.8648645,0.001467529,0.0015689048
2.8677253,0.0014702489,0.0015484464
2.8705409,0.001472507,0.0015281503
2.8733119,0.0014743332,0.00150802
2.8760392,0.001475757,0.0014880577
2.8787233,0.0014768054,0.0014682654
2.8813651,0.0014775027,0.0014486444
2.883965,0.0014778691,0.0014291949
2.8865239,0.001477921,0.0014099171
2.8890423,0.0014776702,0.0013908128
2.8915209,0.0014771252,0.0013718844
2.8939603,0.0014762932,0.001353133
2.8963611,0.0014751668,0.0013345587
2.898724,0.0014737394,0.0013161613
2.9010496,0.0014720264,0.0012979409
2.9033383,0.0014700472,0.0012798971
2.9055909,0.0014678127,0.0012620293
2.9078079,0.0014653262,0.0012443356
2.9099898,0.0014625867,0.0012268131
2.9121373,0.0014595895,0.0012094587
2.9142508,0.0014563256,0.0011922693
2.9163309,0.0014527821,0.0011752413
2.9183781,0.0014489421,0.0011583712
2.9203929,0.0014447851,0.0011416548
2.9223759,0.0014402869,0.0011250871
2.9243275,0.001435419,0.0011086624
2.9262483,0.0014301464,0.0010923738
2.9281387,0.0014244298,0.001076214
2.9299992,0.0014182303,0.001060176
2.9318304,0.0014115086,0.0010442549
2.9336325,0.0014042241,0.0010284458
2.9354062,0.0013963356,0.001012743
2.9371519,0.0013878017,0.00099713957
2.9388699,0.0013785816,0.00098162721
2.9405608,0.0013686356,0.00096619677
2.9422249,0.0013579261,0.00095083902
2.9438628,0.0013464177,0.00093554444
2.9454748,0.0013340786,0.0009203048
2.9470612,0.0013208801,0.00090511596
2.9486226,0.0013067978,0.00088997709
2.9501593,0.0012918117,0.00087488805
2.9516718,0.0012759064,0.00085984862
2.9531603,0.0012590716,0.00084485748
2.9546252,0.0012413018,0.00082991293
2.9560671,0.0012225968,0.00081501303
2.9574861,0.0012029612,0.00080015675
2.9588827,0.0011824043,0.00078534444
2.9602572,0.001160939,0.00077057535
2.96161,0.0011385805,0.00075584821
2.9629414,0.0011153444,0.00074116166
2.9642517,0.0010912438,0.00072651498
2.9655414,0.0010662852,0.00071190826
2.9668106,0.0010404639,0.00069734186
2.9680598,0.0010137533,0.00068281612
2.9692892,0.00098607094,0.00066833102
2.9704992,0.00095739993,0.00065388753
2.9716901,0.00092786208,0.00063948825
2.9728622,0.00089761363,0.00062513576
2.9740157,0.00086680993,0.00061083205
2.975151,0.00083560023,0.00059657834
2.9762683,0.00080412715,0.00058237513
2.977368,0.00077252682,0.00056822252
2.9784503,0.00074092884,0.00055412054
2.9795154,0.00070945625,0.00054006943
2.9805638,0.00067822515,0.00052606984
2.9815955,0.00064734431,0.0005121228
2.982611,0.00061691469,0.00049822993
2.9836104,0.0005870289,0.00048439374
2.984594,0.00055777072,0.00047061752
2.9855621,0.00052921471,0.00045690548
2.9865148,0.00050142589,0.0004432628
2.9874525,0.00047445961,0.00042969579
2.9883754,0.00044836157,0.00041621197
2.9892836,0.00042316796,0.0004028199
2.9901776,0.00039890583,0.00038952879
2.9910573,0.00037559357,0.00037634891
2.9919232,0.00035324148,0.00036329173
2.9927754,0.00033185251,0.00035036932
2.9936141,0.00031142298,0.00033759433
2.9944396,0.00029194342,0.00032497995
2.995252,0.00027339935,0.00031253944
2.9960516,0.00025577207,0.00030028586
2.9968385,0.0002390394,0.00028823171
2.997613,0.0002231764,0.0002763891
2.9983752,0.00020815598,0.0002647702
2.9991254,0.00019394949,0.00025338627
2.9998638,0.00018052716,0.00024224756
3.0005904,0.0001678586,0.00023136444
3.0013056,0.00015591307,0.00022074634
3.0020095,0.00014465988,0.00021040081
3.0027022,0.00013406857,0.0002003336
3.003384,0.00012410916,0.00019054995
3.004055,0.00011475229,0.00018105512
3.0047154,0.00010596938,0.00017185409
3.0053654,9.7732683e-05,0.00016295136
3.0060051,9.0015358e-05,0.00015435013
3.0066346,8.2791551e-05,0.00014605215
3.0072543,7.6036398e-05,0.00013805781
3.0078641,6.9726062e-05,0.00013036643
3.0084643,6.3837714e-05,0.00012297675
3.009055,5.8349515e-05,0.0001158868
3.0096363,5.3240576e-05,0.00010909307
3.0102085,4.8490913e-05,0.00010259136
3.0107716,4.4081395e-05,9.6377285e-05
3.0113259,3.9993653e-05,9.0445848e-05
3.0118713,3.6209986e-05,8.4791304e-05
3.0124082,3.2713335e-05,7.9407417e-05
3.0129365,2.9487244e-05,7.4287741e-05
3.0134565,2.6515645e-05,6.9425583e-05
3.0139683,2.3785966e-05,6.4813965e-05
3.014472,2.1287264e-05,6.0445616e-05
3.0149677,1.900686e-05,5.6312826e-05
3.0154556,1.693202e-05,5.2407554e-05
3.0159358,1.5049927e-05,4.8721635e-05
3.0164084,1.3347827e-05,4.5246809e-05
3.0168735,1.1813122e-05,4.1974756e-05
3.0173312,1.0433456e-05,3.8897218e-05
3.0177818,9.1968022e-06,3.600605e-05
3.0182252,8.0915335e-06,3.3293207e-05
3.0186616,7.106485e-06,3.0750739e-05
3.0190911,6.2310021e-06,2.8370834e-05
3.0195138,5.454981e-06,2.6145828e-05
3.0199298,4.7689002e-06,2.4068191e-05
3.0203392,4.1638439e-06,2.2130551e-05
3.0207422,3.6315141e-06,2.0325726e-05
3.0211388,3.1642328e-06,1.864671e-05
3.0215292,2.7549364e-06,1.7086658e-05
3.0219133,2.3971646e-06,1.5638893e-05
3.0222914,2.0850235e-06,1.4296934e-05
3.0226635,1.8131563e-06,1.3054513e-05
3.0230298,1.5767262e-06,1.1905576e-05
3.0233902,1.3713854e-06,1.0844281e-05
3.0237449,1.1932428e-06,9.8650219e-06
3.0240941,1.0388318e-06,8.9624385e-06
3.0244377,9.0507663e-07,8.1314155e-06
3.0247759,7.8926067e-07,7.3670979e-06
3.0251087,6.8899392e-07,6.664891e-06
3.0254363,6.0218208e-07,6.0204543e-06
3.0257587,5.2699653e-07,5.4297014e-06
3.026076,4.6184627e-07,4.8887913e-06
3.0263883,4.0535111e-07,4.3941234e-06
3.0266956,3.5631692e-07,3.9423234e-06
3.0269981,3.137129e-07,3.5302256e-06
3.0272958,2.7665097e-07,3.1548605e-06
3.0275888,2.443671e-07,2.8134505e-06
3.0278772,2.162046e-07,2.5034053e-06
3.028161,1.9159953e-07,2.2223065e-06
3.0284403,1.700677e-07,1.9678937e-06
3.0287152,1.5119337e-07,1.7380563e-06
3.0289858,1.346195e-07,1.530825e-06
3.0292521,1.2003927e-07,1.3443625e-06
3.0295141,1.0718881e-07,1.1769548e-06
3.0297721,9.5840972e-08,1.027004e-06
3.0300259,8.5799997e-08,8.9302093e-07
3.0302758,7.6896959e-08,7.7361924e-07
3.0305217,6.8985894e-08,6.6750992e-07
3.0307637,6.1940475e-08,5.7349564e-07
3.0310018,5.5651223e-08,4.904656e-07
3.0312363,5.00231e-08,4.173905e-07
3.031467,4.4973445e-08,3.5331718e-07
3.031694,4.0430235e-08,2.9736402e-07
3.0319175,3.6330624e-08,2.4871647e-07
3.0321374,3.2619659e-08,2.0662255e-07
3.0323539,2.9249187e-08,1.703888e-07
3.0325669,2.617694e-08,1.3937662e-07
3.0327766,2.336574e-08,1.1299867e-07
3.032983,2.0782811e-08,9.0715465e-08
3.0331861,1.8399215e-08,7.2032248e-08
3.0333859,1.6189361e-08,5.6496151e-08
3.0335827,1.4130603e-08,4.3693618e-08
3.0337763,1.2202962e-08,3.3248055e-08
3.0339668,1.0389013e-08,2.4817931e-08
3.0341544,8.6741213e-09,1.8095318e-08
3.034339,7.0474142e-09,1.2805212e-08
3.0345206,5.5043319e-09,8.7061557e-09
3.0346994,4.0523299e-09,5.5923067e-09
3.0348754,2.7214211e-09,3.2970876e-09
3.0350485,1.5767325e-09,1.695668e-09
3.035219,7.1559536e-10,6.9473743e-10
3.0353867,2.156147e-10,1.9323209e-10
3.0355518,3.495085e-11,3.0173562e-11
3.0357143,1e-10,1e-10
