y,k,kMean
1.0002641,1e-10,1e-10
1.0004266,3.3521607e-10,1.9875146e-10
1.0005917,2.6066353e-09,1.5341201e-09
1.0007594,1.0617633e-08,6.2479329e-09
1.0009299,2.9967588e-08,1.7633662e-08
1.0011031,6.7608469e-08,3.9780011e-08
1.001279,1.317063e-07,7.7486359e-08
1.0014578,2.3163143e-07,1.3625316e-07
1.0016395,3.7799353e-07,2.2229678e-07
1.0018241,5.8269812e-07,3.4257453e-07
1.0020116,8.5901625e-07,5.0481467e-07
1.0022022,1.2216638e-06,7.1754887e-07
1.0023958,1.6868892e-06,9.9014594e-07
1.0025925,2.2725676e-06,1.3328461e-06
1.0027924,2.998303e-06,1.7567952e-06
1.0029955,3.8855347e-06,2.2740789e-06
1.0032019,4.9576529e-06,2.8977581e-06
1.0034115,6.2401187e-06,3.641904e-06
1.0036246,7.7605861e-06,4.5216329e-06
1.003841,9.5490358e-06,5.553146e-06
1.004061,1.1637909e-05,6.7537695e-06
1.0042845,1.406225e-05,8.1419999e-06
1.0045115,1.6859841e-05,9.7375522e-06
1.0047422,2.0071353e-05,1.1561412e-05
1.0049767,2.3740497e-05,1.3635898e-05
1.0052148,2.7914157e-05,1.5984719e-05
1.0054569,3.2642527e-05,1.8633037e-05
1.0057027,3.7979267e-05,2.1607539e-05
1.0059526,4.398162e-05,2.4936504e-05
1.0062065,5.0710511e-05,2.8649854e-05
1.0064644,5.8230661e-05,3.2779211e-05
1.0067265,6.6610646e-05,3.7357959e-05
1.0069928,7.5922925e-05,4.2421296e-05
1.0072633,8.624386e-05,4.8006194e-05
1.0075382,9.7653639e-05,5.4151317e-05
1.0078176,0.00011023617,6.089697e-05
1.0081014,0.00012407889,6.8285041e-05
1.0083898,0.00013927252,7.6358838e-05
1.0086828,0.00015591062,8.5162814e-05
1.0089805,0.00017408917,9.4742286e-05
1.009283,0.00019390585,0.00010514316
1.0095903,0.00021545931,0.0001164116
1.0099026,0.00023884823,0.00012859386
1.0102199,0.00026417015,0.0001417367
1.0105423,0.00029152017,0.00015588769
1.0108699,0.00032098944,0.00017109546
1.0112028,0.00035266353,0.00018741003
1.011541,0.00038662052,0.00020488268
1.0118846,0.00042292913,0.00022356494
1.0122337,0.0004616466,0.00024350775
1.0125885,0.00050281672,0.00026476146
1.0129489,0.00054646778,0.00028737562
1.0133152,0.00059261072,0.00031139858
1.0136873,0.00064123751,0.00033687715
1.0140654,0.00069232001,0.00036385605
1.0144496,0.00074580903,0.000392377
1.0148399,0.00080163405,0.00042247826
1.0152365,0.00085970355,0.00045419501
1.0156395,0.00091990587,0.00048755874
1.0160489,0.00098210939,0.00052259577
1.016465,0.0010461655,0.00055932718
1.0168877,0.0011119125,0.00059776889
1.0173172,0.0011791776,0.00063793112
1.0177536,0.0012477798,0.00067981839
1.018197,0.0013175305,0.00072342869
1.0186476,0.0013882721,0.00076875296
1.0191053,0.0014599427,0.00081577526
1.0195704,0.0015325191,0.0008644722
1.020043,0.0016059419,0.00091481258
1.0205232,0.0016801669,0.00096675771
1.0210111,0.0017551275,0.0010202617
1.0215069,0.0018306865,0.0010752716
1.0220106,0.0019066824,0.0011317278
1.0225224,0.0019829346,0.0011895647
1.0230424,0.0020592461,0.0012487113
1.0235707,0.0021354197,0.0013090919
1.0241076,0.0022112619,0.0013706274
1.0246531,0.0022865866,0.0014332364
1.0252073,0.0023612183,0.0014968365
1.0257704,0.0024349935,0.0015613444
1.0263426,0.0025077635,0.0016266764
1.026924,0.0025793961,0.0016927483
1.0275147,0.0026497772,0.0017594765
1.0281149,0.002718813,0.0018267775
1.0287248,0.00278643,0.0018945672
1.0293444,0.0028525764,0.0019627613
1.029974,0.0029172215,0.0020312737
1.0306137,0.0029803549,0.0021000136
1.0312637,0.0030419846,0.0021688843
1.0319241,0.0031021351,0.0022377865
1.0325951,0.0031608501,0.0023066225
1.0332769,0.0032181908,0.0023752965
1.0339697,0.0032742216,0.0024437088
1.0346735,0.0033290057,0.0025117594
1.0353887,0.0033826156,0.0025793554
1.0361154,0.0034351399,0.002646413
1.0368538,0.0034866833,0.0027128605
1.037604,0.0035373615,0.0027786416
1.0383662,0.0035872919,0.0028437086
1.0391407,0.0036365896,0.0029080121
1.0399277,0.0036853692,0.0029714958
1.0407273,0.0037337315,0.0030340953
1.0415397,0.0037817547,0.0030957431
1.0423652,0.0038295038,0.0031563771
1.0432039,0.0038770366,0.0032159433
1.0440561,0.0039244041,0.003274394
1.044922,0.0039716501,0.0033316987
1.0458018,0.0040188116,0.0033878585
1.0466958,0.0040659185,0.0034429052
1.0476041,0.0041129934,0.0034968783
1.0485269,0.0041600511,0.0035498107
1.0494646,0.0042070986,0.0036017322
1.0504174,0.0042541343,0.0036526733
