y,U_0,U_1,U_2,UMean_0,UMean_1,UMean_2
-5.5511152e-17,0,0,0,0,0,0
0.00024233637,-0.0061391295,3.6836018e-08,4.3410138e-25,-0.002663864,2.1300305e-07,-8.6519616e-25
0.00048856526,-0.012300482,-4.9682639e-06,5.1654009e-25,-0.005343881,5.8228013e-07,-1.0495954e-24
0.00073874919,-0.018386093,-1.3908713e-05,3.7488881e-25,-0.0080522666,1.750712e-06,-7.8774592e-25
0.00099295171,-0.024351004,-2.7335487e-05,1.4433703e-25,-0.010789527,3.1444003e-06,-2.6629524e-25
0.0012512373,-0.030190629,-4.4953114e-05,2.3961165e-25,-0.013555506,4.9723884e-06,-5.8026224e-25
0.0015136717,-0.035900472,-6.6935231e-05,-1.5627652e-25,-0.016349974,7.2512441e-06,3.685215e-25
0.0017803214,-0.041476137,-9.344908e-05,-3.6675806e-26,-0.019172623,9.9981638e-06,1.5768616e-25
0.0020512541,-0.046913349,-0.00012465777,5.1369715e-26,-0.022023069,1.32304e-05,-5.2588763e-26
0.0023265387,-0.052207971,-0.00016072497,-3.0467706e-25,-0.024900853,1.6965443e-05,7.217477e-25
0.0026062451,-0.057356025,-0.00020181861,-5.7261948e-25,-0.027805437,2.1221129e-05,1.2747426e-24
0.0028904442,-0.062353705,-0.00024810427,-6.0738595e-26,-0.030736209,2.6015389e-05,4.0738458e-26
0.0031792083,-0.067197403,-0.00029974716,6.7629789e-25,-0.033692484,3.1366309e-05,-1.562957e-24
0.0034726106,-0.071883723,-0.0003569158,-4.1706814e-26,-0.036673503,3.7292239e-05,1.9152649e-25
0.0037707257,-0.076409506,-0.00041977671,-1.6154769e-25,-0.039678437,4.3811566e-05,4.2084938e-25
0.0040736293,-0.080771849,-0.00048849296,-3.9319718e-25,-0.042706385,5.0942691e-05,8.4536949e-25
0.0043813983,-0.084968121,-0.00056323119,-9.466578e-25,-0.045756376,5.8704268e-05,2.0112631e-24
0.0046941108,-0.088995987,-0.00064415486,-8.7676681e-26,-0.04882737,6.7114888e-05,7.9784038e-26
0.0050118462,-0.092853429,-0.00073142183,-2.4088142e-25,-0.051918261,7.6193047e-05,5.5723844e-25
0.0053346853,-0.096538759,-0.00082519361,-7.2889018e-25,-0.055027875,8.5957378e-05,1.7538383e-24
0.0056627099,-0.10005065,-0.00092562583,-9.3946084e-25,-0.058154971,9.6426322e-05,2.2687599e-24
0.0059960035,-0.10338814,-0.0010328695,-1.5000061e-24,-0.061298246,0.00010761819,3.4557987e-24
0.0063346505,-0.10655066,-0.0011470761,8.6920198e-26,-0.06445633,0.00011955114,-1.5736363e-25
0.0066787371,-0.10953804,-0.0012683903,1.9428018e-24,-0.067627795,0.00013224299,-4.3789162e-24
