y,k,kMean
0.44811093,1e-10,1e-10
0.44832402,4.3408485e-12,1.8091237e-10
0.44854057,5.7602541e-12,1.2444861e-09
0.44876059,1.7475343e-11,4.1987383e-09
0.44898414,3.7866675e-11,9.375418e-09
0.44921128,6.4296211e-11,1.6404981e-08
0.44944207,9.4740954e-11,2.4769505e-08
0.44967656,1.2814167e-10,3.4106068e-08
0.44991482,1.6368114e-10,4.4232285e-08
0.45015691,2.0126256e-10,5.5078247e-08
0.45040288,2.4104324e-10,6.664492e-08
0.4506528,2.8331771e-10,7.8995154e-08
0.45090673,3.2846784e-10,9.2229028e-08
0.45116474,3.7694648e-10,1.0647624e-07
0.4514269,4.2927619e-10,1.2189677e-07
0.45169326,4.8605567e-10,1.386996e-07
0.4519639,5.479708e-10,1.5713841e-07
0.45223888,6.1580927e-10,1.7750721e-07
0.45251828,6.9047875e-10,2.0016692e-07
0.45280216,7.7303059e-10,2.2554819e-07
0.4530906,8.6468865e-10,2.5416732e-07
0.45338368,9.6688694e-10,2.8663751e-07
0.45368145,1.0813194e-09,3.2368494e-07
0.45398401,1.2100066e-09,3.6616891e-07
0.45429143,1.3553863e-09,4.1510084e-07
0.45460378,1.5204424e-09,4.7166663e-07
0.45492114,1.7088822e-09,5.3724986e-07
0.4552436,1.9253892e-09,6.1345989e-07
0.45557124,2.175979e-09,7.0216068e-07
0.45590413,2.4684894e-09,8.0549109e-07
0.45624237,2.8132515e-09,9.2589451e-07
0.45658604,3.2239885e-09,1.066132e-06
0.45693523,3.7189886e-09,1.2292939e-06
0.45729002,4.3225957e-09,1.4188143e-06
0.45765051,5.067059e-09,1.6384652e-06
0.45801678,5.9947532e-09,1.8923467e-06
0.45838893,7.1607694e-09,2.1848626e-06
0.45876706,8.6358441e-09,2.520698e-06
0.45915126,1.0509565e-08,2.9047862e-06
0.45954162,1.2893775e-08,3.3422455e-06
0.45993825,1.5926057e-08,3.8383076e-06
0.46034125,1.977319e-08,4.3982591e-06
0.46075071,2.4634451e-08,5.0273757e-06
0.46116675,3.0744675e-08,5.7308314e-06
0.46158947,3.8376968e-08,6.5136007e-06
0.46201897,4.7845055e-08,7.3803812e-06
0.46245536,5.9505245e-08,8.3355203e-06
0.46289876,7.3758116e-08,9.382946e-06
0.46334927,9.1049958e-08,1.0526121e-05
0.46380702,1.1187406e-07,1.1768014e-05
0.46427211,1.367708e-07,1.3111107e-05
0.46474466,1.6632716e-07,1.4557471e-05
0.46522481,2.0117694e-07,1.6108828e-05
0.46571265,2.4200115e-07,1.7766609e-05
0.46620833,2.8952883e-07,1.9532121e-05
0.46671196,3.4453828e-07,2.1406697e-05
0.46722367,4.0785887e-07,2.3391818e-05
0.4677436,4.803735e-07,2.548922e-05
0.46827186,5.6302186e-07,2.7700946e-05
0.46880861,6.568041e-07,3.002935e-05
0.46935397,7.6278519e-07,3.2477073e-05
0.46990808,8.8209966e-07,3.5047021e-05
0.47047108,1.0159568e-06,3.7742686e-05
0.47104312,1.1656462e-06,4.0568435e-05
0.47162434,1.3325436e-06,4.3529245e-05
0.47221488,1.5181177e-06,4.6629919e-05
0.4728149,1.723936e-06,4.9874173e-05
0.47342455,1.9516721e-06,5.3264537e-05
0.47404398,2.203112e-06,5.6802841e-05
0.47467334,2.4801609e-06,6.049076e-05
0.47531281,2.7848503e-06,6.4329809e-05
0.47596254,3.1193442e-06,6.832095e-05
0.47662269,3.485946e-06,7.2465488e-05
0.47729343,3.8871056e-06,7.6765356e-05
0.47797493,4.3254253e-06,8.1222163e-05
0.47866737,4.8036672e-06,8.5837773e-05
0.47937091,5.32476e-06,9.0614021e-05
0.48008575,5.8918053e-06,9.5551731e-05
0.48081205,6.5080845e-06,0.00010065175
0.48155,7.1770656e-06,0.00010591515
0.48229979,7.9024099e-06,0.00011134242
0.48306161,8.6879784e-06,0.0001169338
0.48383564,9.5378382e-06,0.00012268973
0.4846221,1.0456268e-05,0.00012861085
0.48542117,1.1447762e-05,0.00013469851
0.48623306,1.2517036e-05,0.00014095438
0.48705796,1.3669032e-05,0.00014737923
0.48789611,1.4908912e-05,0.00015397252
0.48874769,1.6242067e-05,0.0001607327
0.48961293,1.7674107e-05,0.00016765742
0.49049205,1.9210855e-05,0.00017474376
0.49138527,2.0858336e-05,0.00018198877
0.49229281,2.2622763e-05,0.00018938872
0.49321491,2.4510511e-05,0.00019693817
0.4941518,2.6528091e-05,0.00020463034
0.49510371,2.868211e-05,0.00021245772
0.49607088,3.0979222e-05,0.00022041234
0.49705357,3.3426078e-05,0.00022848659
0.49805201,3.6029252e-05,0.00023667406
0.49906646,3.8795163e-05,0.00024496917
0.50009718,4.1729985e-05,0.00025336563
0.50114442,4.4839544e-05,0.00026185572
0.50220846,4.8129278e-05,0.00027042958
0.50328955,5.1604272e-05,0.00027907623
0.50438798,5.526914e-05,0.0002877895
0.50550401,5.912782e-05,0.0002965683
0.50663794,6.3183506e-05,0.00030540973
0.50779005,6.7438684e-05,0.00031430693
0.50896063,7.1895135e-05,0.00032325416
0.51014997,7.6556314e-05,0.00033224827
0.51135837,8.1436498e-05,0.00034128926
0.51258614,8.6563375e-05,0.00035037042
0.5138336,9.1961499e-05,0.00035948473
0.51510105,9.7641848e-05,0.00036862017
0.51638881,0.0001036098,0.00037776151
0.51769721,0.00010987066,0.0003868957
0.51902658,0.00011642905,0.00039599831
0.52037725,0.0001232885,0.00040508063
0.52174957,0.00013045134,0.0004141729
0.52314387,0.00013791888,0.00042326701
0.52456052,0.00014569123,0.00043236121
0.52599987,0.00015376708,0.0004414771
0.52746229,0.00016214365,0.00045063127
0.52894813,0.00017081673,0.00045981534
0.53045778,0.00017978068,0.00046898933
0.53199161,0.0001890283,0.00047811586
0.53355002,0.00019855096,0.00048719873
0.53513339,0.0002083386,0.00049629033
0.53674212,0.00021837979,0.00050543377
0.53837662,0.00022866182,0.00051462141
0.54003731,0.00023917078,0.00052383012
0.54172459,0.00024989172,0.00053304
0.5434389,0.00026080872,0.00054227282
0.54518066,0.00027190507,0.00055155265
0.54695031,0.00028316334,0.00056088862
0.5487483,0.00029456559,0.00057030634
0.55057509,0.00030609343,0.00057980387
0.55243112,0.00031772815,0.00058937618
0.55431687,0.00032945088,0.00059903474
0.55623282,0.00034124264,0.00060879715
0.55817943,0.00035308445,0.00061865582
0.56015721,0.00036495746,0.00062860332
0.56216666,0.00037684296,0.00063866648
0.56420826,0.0003887225,0.00064884802
0.56628255,0.00040057797,0.00065914143
0.56839003,0.00041239164,0.00066956012
0.57053125,0.00042414625,0.00068010202
0.57177592,0.00043082777,0.00068619799
0.57270679,0.00043582397,0.00069075747
0.57491722,0.00044740757,0.00070152001
0.57716302,0.00045888277,0.00071239921
0.57944476,0.0004702349,0.00072341543
0.581763,0.00048145011,0.0007345656
0.58411834,0.00049251549,0.0007458466
0.58651135,0.00050341913,0.00075726747
0.58894264,0.00051415022,0.00076883139
0.59141283,0.00052469914,0.00078053605
0.59392252,0.00053505754,0.00079238479
0.59647235,0.00054521844,0.00080438785
0.59906297,0.00055517633,0.00081655554
0.601695,0.00056492722,0.0008288948
0.60436913,0.00057446879,0.00084141071
0.60708601,0.00058380043,0.00085411595
0.60984633,0.00059292332,0.00086702765
0.61265078,0.00060184058,0.00088015499
0.61550006,0.00061055726,0.00089349794
0.61839489,0.00061908051,0.00090705299
0.62133598,0.0006274196,0.00092082124
0.62432408,0.00063558602,0.00093480964
0.62735993,0.00064359356,0.00094902433
0.6304443,0.0006514584,0.00096346832
0.63357794,0.00065919917,0.00097814314
0.63676165,0.00066683704,0.00099304858
0.63999623,0.0006743958,0.0010081843
