y,U_0,U_1,U_2,UMean_0,UMean_1,UMean_2
-5.5511152e-17,0,0,0,0,0,0
0.00024233637,0.0044951131,1.3844337e-05,-3.952635e-24,-0.0061622893,-1.691134e-05,-3.1875003e-24
0.00048856526,0.0088276771,1.0005844e-05,-2.2197779e-24,-0.012072213,-1.9958173e-05,-2.7073494e-24
0.00073874919,0.013196004,-1.4059426e-06,-2.8927279e-24,-0.017933612,-2.0183429e-05,-1.2874755e-24
0.00099295171,0.017660716,-1.873374e-05,-5.4266511e-24,-0.023806113,-2.011845e-05,-2.3742973e-24
0.0012512373,0.022219904,-4.1439501e-05,-2.3406979e-24,-0.029686924,-1.9989714e-05,-1.0656807e-24
0.0015136717,0.026871474,-6.9690055e-05,2.2070328e-24,-0.035573098,-1.9911828e-05,7.2560882e-25
0.0017803214,0.031613145,-0.00010363573,4.9699211e-24,-0.041461537,-1.9989305e-05,2.0537111e-24
0.0020512541,0.036442452,-0.00014341083,6.9770608e-24,-0.047348998,-2.0339533e-05,3.4741835e-24
0.0023265387,0.041356744,-0.0001891526,5.3393816e-24,-0.053232099,-2.1077943e-05,2.8016874e-24
0.0026062451,0.04635319,-0.00024098904,1.1765933e-23,-0.059107335,-2.2330765e-05,5.5171754e-24
0.0028904442,0.051428778,-0.00029903851,1.9422026e-23,-0.064971082,-2.4233271e-05,8.2591148e-24
0.0031792083,0.056580324,-0.00036341784,-7.7253565e-25,-0.070819616,-2.6919191e-05,-1.0929835e-24
0.0034726106,0.061804473,-0.0004342295,-1.7624567e-23,-0.076649123,-3.0533375e-05,-8.4253333e-24
0.0037707257,0.06709771,-0.00051156327,-9.6470176e-24,-0.082455717,-3.5228358e-05,-4.6765102e-24
0.0040736293,0.072456364,-0.00059550791,-1.2784272e-23,-0.088235456,-4.1150812e-05,-5.662024e-24
0.0043813983,0.077876617,-0.00068613796,-6.8358922e-25,-0.093984359,-4.8453784e-05,5.1434219e-25
0.0046941108,0.083354511,-0.00078351265,2.080215e-23,-0.099698427,-5.7295967e-05,1.0375406e-23
0.0050118462,0.088885963,-0.00088768413,3.7224361e-24,-0.10537366,-6.7831292e-05,1.7742385e-24
0.0053346853,0.094466771,-0.00099868626,-1.0423303e-23,-0.11100609,-8.0219367e-05,-4.9358896e-24
0.0056627099,0.10009263,-0.0011165472,1.0925367e-23,-0.11659178,-9.4609612e-05,4.4877146e-24
0.0059960035,0.10575914,-0.0012412771,1.3000694e-23,-0.12212684,-0.00011115351,5.217121e-24
0.0063346505,0.11146181,-0.001372873,9.2205554e-24,-0.12760747,-0.00012999693,3.697097e-24
0.0066787371,0.1171961,-0.0015113179,1.2389776e-23,-0.13302998,-0.00015127952,5.6565375e-24
0.0070283505,0.1229574,-0.001656581,4.0591595e-24,-0.13839075,-0.00017513298,1.2731012e-24
0.0073835797,0.12874106,-0.0018086162,1.3562605e-24,-0.14368633,-0.00020168154,3.6834868e-25
0.0077445146,0.1345424,-0.0019673595,-1.0787746e-23,-0.14891339,-0.00023104279,-2.9996982e-24
0.0081112471,0.14035675,-0.0021327385,-1.1301438e-23,-0.15406877,-0.00026331654,-3.9826691e-24
0.0084838703,0.14617941,-0.0023046595,2.5077493e-24,-0.15914945,-0.00029859808,1.0371062e-24
0.0088624786,0.1520057,-0.0024830185,-4.6520601e-24,-0.16415263,-0.00033696425,-1.7486025e-24
0.0092471684,0.15783097,-0.0026676928,-4.587337e-24,-0.16907567,-0.00037848264,-1.4433287e-24
0.0096380372,0.16365061,-0.0028585471,-1.487993e-23,-0.17391614,-0.00042320657,-6.5486279e-24
0.010035184,0.16946006,-0.0030554348,-2.1777785e-23,-0.1786718,-0.00047117231,-1.0283156e-23
0.010438711,0.1752548,-0.0032581904,-4.5140747e-24,-0.18334064,-0.00052240636,-2.636184e-24
0.010848719,0.18103041,-0.0034666379,5.051064e-23,-0.18792082,-0.0005769185,2.3338902e-23
0.011265312,0.18678252,-0.003680585,4.248604e-23,-0.1924107,-0.00063470832,1.9263963e-23
0.011688598,0.19250687,-0.0038998341,-1.1117223e-23,-0.1968088,-0.00069575445,-2.9504392e-24
0.012118682,0.19819928,-0.0041241734,-3.5210566e-23,-0.20111378,-0.00076002477,-1.1355324e-23
0.012555674,0.20385567,-0.0043533728,-5.6366753e-23,-0.20532448,-0.00082748283,-2.34487e-23
0.012999686,0.20947208,-0.0045872059,-5.5328248e-24,-0.20943983,-0.00089806349,-3.5481796e-24
0.01345083,0.2150447,-0.0048254195,1.7152115e-23,-0.21345888,-0.00097170209,8.0270795e-24
0.01390922,0.2205699,-0.0050677553,-9.20587e-24,-0.21738077,-0.0010483208,-1.3993418e-24
0.014374973,0.22604418,-0.0053139603,1.6105376e-23,-0.22120473,-0.0011278256,7.3799915e-24
0.014848207,0.23146408,-0.0055637692,4.133135e-23,-0.22493007,-0.0012101193,1.717081e-23
0.015329042,0.23682623,-0.005816912,1.8256079e-23,-0.22855615,-0.0012950902,6.8599406e-24
0.015817601,0.24212741,-0.006073113,9.3808119e-24,-0.23208234,-0.0013826149,6.6363829e-24
0.016314007,0.24736452,-0.0063320928,1.1385137e-23,-0.2355079,-0.0014725664,9.1229712e-24
0.016818387,0.25253456,-0.0065935683,2.417812e-23,-0.23883209,-0.00156482,1.1672169e-23
0.017330868,0.25763466,-0.006857257,4.1522518e-23,-0.24205435,-0.0016592397,1.7904879e-23
0.017851582,0.26266206,-0.0071228834,8.4275115e-23,-0.24517427,-0.0017556798,3.8010762e-23
0.018380659,0.26761409,-0.0073901531,5.4009345e-23,-0.24819147,-0.0018540109,2.401667e-23
0.018918234,0.27248821,-0.0076587874,-6.1772776e-23,-0.25110555,-0.0019540861,-2.7964612e-23
0.019464444,0.27728195,-0.0079285151,-7.7039101e-23,-0.253916,-0.0020557581,-3.7644417e-23
0.020019428,0.28199297,-0.0081990541,1.8359737e-23,-0.25662237,-0.0021588932,1.6116696e-24
0.020583326,0.28661902,-0.0084701322,1.8467629e-23,-0.25922422,-0.0022633438,8.0406356e-24
0.021156282,0.29115793,-0.0087414821,-4.3296946e-23,-0.26172112,-0.0023689675,-1.3558363e-23
0.02173844,0.29560763,-0.0090128424,-5.023499e-23,-0.26411265,-0.0024756312,-1.6711227e-23
0.02232995,0.29996618,-0.0092839588,8.4025264e-24,-0.26639842,-0.0025831991,5.3000642e-24
0.022930961,0.30423169,-0.0095545813,4.3809509e-23,-0.2685781,-0.0026915353,2.0504649e-23
0.023541625,0.30840239,-0.0098244557,1.7900483e-24,-0.27065135,-0.0028005321,-1.0154114e-24
0.024162099,0.31247663,-0.010093355,2.2080229e-23,-0.27261785,-0.002910074,4.0649847e-24
0.024792538,0.31645283,-0.010361044,-4.0446993e-23,-0.2744773,-0.0030200555,-2.1598796e-23
0.025433104,0.32032958,-0.010627301,-3.8229703e-23,-0.2762295,-0.0031303607,-2.2534071e-23
0.026083959,0.32410553,-0.010891911,5.1693069e-23,-0.27787442,-0.0032408914,2.1240631e-23
0.026745269,0.3277795,-0.011154657,2.7603976e-23,-0.27941214,-0.0033515729,2.0184162e-23
0.027417201,0.33135041,-0.011415342,4.441808e-24,-0.28084274,-0.0034623224,1.1689025e-23
0.028099925,0.33481737,-0.01167376,6.9235557e-23,-0.28216621,-0.0035730351,3.7903445e-23
0.028793616,0.33817963,-0.011929713,5.0247553e-23,-0.28338276,-0.0036835829,2.8409282e-23
0.029498449,0.34143662,-0.012183018,-7.6189538e-23,-0.28449278,-0.0037938562,-3.2087179e-23
0.030214604,0.34458785,-0.012433492,-1.5195858e-22,-0.28549684,-0.0039037525,-7.6667592e-23
0.030942262,0.34763304,-0.012680962,-1.7968036e-22,-0.28639572,-0.0040131803,-9.629969e-23
0.031681608,0.35057221,-0.012925246,4.2988642e-23,-0.28719042,-0.0041220905,1.5640957e-23
0.03243283,0.35340592,-0.01316614,1.0944955e-22,-0.28788225,-0.0042304358,5.1439459e-23
0.033196118,0.356135,-0.013403474,1.5815849e-23,-0.28847291,-0.0043381683,2.0857262e-24
0.033971666,0.35876011,-0.013637124,8.2647015e-23,-0.28896445,-0.0044452872,3.3434209e-23
0.034759672,0.36128197,-0.013866961,1.2570697e-23,-0.28935957,-0.0045517608,-8.9300301e-24
0.035560335,0.36370248,-0.014092728,4.9175677e-23,-0.28966191,-0.0046575941,1.210011e-23
0.036373858,0.36602464,-0.01431416,1.5614475e-23,-0.28987591,-0.0047629293,5.6997649e-24
0.037200449,0.36825063,-0.01453118,-1.5156532e-22,-0.29000633,-0.0048679438,-8.4972647e-23
0.038040317,0.37038154,-0.01474388,1.2028937e-23,-0.29005757,-0.0049727003,1.0764551e-23
0.038893675,0.37241952,-0.014951874,1.7497907e-22,-0.2900329,-0.0050771259,1.0919355e-22
0.03976074,0.37437077,-0.015154479,1.9773839e-22,-0.28993506,-0.0051812407,1.1790875e-22
0.040641733,0.37624226,-0.015351744,1.1738779e-22,-0.28976846,-0.0052853765,7.567267e-23
0.041536876,0.3780352,-0.015544017,1.6453231e-22,-0.28953965,-0.0053898152,1.1095416e-22
0.042446398,0.37975098,-0.01573076,7.8704533e-23,-0.28925359,-0.0054942758,5.8555623e-23
0.043370529,0.38139879,-0.015911108,-9.6876548e-23,-0.28891063,-0.0055982585,-4.5400504e-23
0.044309504,0.38298679,-0.01608513,-5.4004739e-23,-0.2885112,-0.00570208,-2.4576413e-23
0.045263561,0.38451466,-0.016252966,9.740598e-23,-0.28806138,-0.0058068111,6.4968101e-23
0.046232942,0.38598311,-0.016413998,1.0322541e-22,-0.28756762,-0.0059125616,5.9215e-23
0.047217894,0.38739689,-0.016567643,5.678546e-23,-0.28702831,-0.006017876,2.4150314e-23
0.048218667,0.38875856,-0.016713491,1.353987e-22,-0.28643757,-0.0061217554,7.4861182e-23
0.049235515,0.39006902,-0.016850973,9.4832038e-23,-0.28579702,-0.0062254078,4.88209e-23
0.050268696,0.39132966,-0.016979363,7.9922521e-23,-0.28511828,-0.0063308032,4.1158999e-23
0.051318472,0.39254145,-0.017097906,-1.108938e-23,-0.2844115,-0.0064377709,1.8224889e-24
0.052385111,0.39370466,-0.017205895,7.0629394e-23,-0.28367599,-0.0065442674,5.3001531e-23
0.053468882,0.39481966,-0.017302583,7.8454779e-23,-0.2829064,-0.0066493922,2.4364501e-23
0.054570061,0.39588699,-0.017387094,-3.0902774e-22,-0.28210149,-0.0067542039,-1.8891604e-22
0.055688928,0.39690769,-0.017458548,-3.8031789e-22,-0.28126391,-0.0068599623,-2.0697464e-22
0.056825767,0.3978832,-0.017516182,7.9463331e-23,-0.28039819,-0.0069668563,2.8624181e-23
0.057980866,0.39881317,-0.017559132,4.8253244e-25,-0.27950872,-0.0070742608,-2.9205824e-25
0.059154519,0.39969468,-0.01758638,1.12442e-22,-0.27859743,-0.0071816399,6.5079465e-23
0.060347024,0.40052592,-0.017596907,3.4159962e-22,-0.27766429,-0.0072889689,1.6150259e-22
0.061558683,0.40130838,-0.017589605,-1.345345e-22,-0.27670887,-0.0073964443,-7.9900213e-23
0.062789805,0.40204224,-0.017563036,-2.6182208e-23,-0.27573159,-0.0075042182,-8.9104285e-24
0.064040701,0.40272244,-0.017515645,4.0819263e-22,-0.27473415,-0.0076124717,2.0780316e-22
0.06531169,0.40334283,-0.017446212,2.3861686e-22,-0.27371878,-0.007721458,1.2407012e-22
0.066603094,0.40390147,-0.017353645,5.8176183e-23,-0.27268788,-0.0078313101,1.4069638e-23
0.067915242,0.40439826,-0.017236746,4.1177218e-22,-0.27164384,-0.0079419245,1.7634486e-22
0.069248465,0.40483047,-0.017093907,2.2959531e-22,-0.27058866,-0.0080529956,1.0027124e-22
0.070603104,0.40519621,-0.016922889,5.7354499e-23,-0.26952345,-0.008164352,3.3135789e-23
0.071979501,0.40550114,-0.016722524,4.6295579e-22,-0.26844912,-0.0082762551,2.2587886e-22
