y,k,kMean
-5.5511152e-17,1e-10,1e-10
0.00024233637,5.2834574e-11,3.5021459e-10
0.00048856526,3.8735646e-10,2.7245975e-09
0.00073874919,1.5761073e-09,1.1098714e-08
0.00099295171,4.4490281e-09,3.132718e-08
0.0012512373,1.0040019e-08,7.0680521e-08
0.0015136717,1.956562e-08,1.3770116e-07
0.0017803214,3.4424348e-08,2.4219315e-07
0.0020512541,5.620282e-08,3.9525764e-07
0.0023265387,8.6685035e-08,6.0934856e-07
0.0026062451,1.2786351e-07,8.9833901e-07
0.0028904442,1.8195172e-07,1.2775937e-06
0.0031792083,2.5139739e-07,1.7640439e-06
0.0034726106,3.3889663e-07,2.3762632e-06
0.0037707257,4.4740845e-07,3.1345398e-06
0.0040736293,5.8016958e-07,4.0609444e-06
0.0043813983,7.4070944e-07,5.1793901e-06
0.0046941108,9.3286491e-07,6.5156802e-06
0.0050118462,1.1607947e-06,8.0975415e-06
0.0053346853,1.4289933e-06,9.954638e-06
0.0056627099,1.7423035e-06,1.2118562e-05
0.0059960035,2.1059279e-06,1.4622797e-05
0.0063346505,2.5254389e-06,1.7502645e-05
0.0066787371,3.006786e-06,2.0795117e-05
0.0070283505,3.5563013e-06,2.4538782e-05
0.0073835797,4.1807011e-06,2.877356e-05
0.0077445146,4.8870852e-06,3.354047e-05
0.0081112471,5.6829306e-06,3.8881371e-05
0.0084838703,6.576082e-06,4.4838863e-05
0.0088624786,7.5747366e-06,5.1456146e-05
0.0092471684,8.687423e-06,5.8776615e-05
0.0096380372,9.9229746e-06,6.6843735e-05
0.010035184,1.1290496e-05,7.5701135e-05
0.010438711,1.2799323e-05,8.5392411e-05
0.010848719,1.4458973e-05,9.59606e-05
0.011265312,1.6279093e-05,0.00010744747
0.011688598,1.8269391e-05,0.00011989298
0.012118682,2.0439573e-05,0.00013333477
0.012555674,2.2799258e-05,0.00014780757
0.012999686,2.5357898e-05,0.00016334276
0.01345083,2.8124771e-05,0.0001799679
0.01390922,3.1110538e-05,0.00019770607
0.014374973,3.4326055e-05,0.00021657535
0.014848207,3.7780701e-05,0.00023658871
0.015329042,4.1483427e-05,0.00025775349
0.015817601,4.5442755e-05,0.000280071
0.016314007,4.9666698e-05,0.0003035364
0.016818387,5.4162676e-05,0.00032813882
0.017330868,5.8937427e-05,0.00035386114
0.017851582,6.3996919e-05,0.0003806795
0.018380659,6.9346259e-05,0.00040856304
0.018918234,7.4989608e-05,0.0004374737
0.019464444,8.0930091e-05,0.00046736663
0.020019428,8.7169704e-05,0.00049819054
0.020583326,9.3709237e-05,0.00052988738
0.021156282,0.00010054818,0.00056239272
0.02173844,0.00010768467,0.0005956365
0.02232995,0.00011511536,0.00062954347
0.022930961,0.00012283543,0.00066403381
0.023541625,0.00013083844,0.00069902389
0.024162099,0.00013911637,0.00073442656
0.024792538,0.0001476595,0.00077015212
0.025433104,0.00015645648,0.00080610934
0.026083959,0.00016549426,0.00084220623
0.026745269,0.0001747581,0.00087835076
0.027417201,0.00018423158,0.00091445103
0.028099925,0.00019389666,0.00095041595
0.028793616,0.00020373382,0.00098615665
0.029498449,0.00021372217,0.0010215877
0.030214604,0.00022383941,0.001056628
0.030942262,0.00023406177,0.001091204
0.031681608,0.00024436426,0.0011252556
0.03243283,0.0002547215,0.0011587371
0.033196118,0.00026510872,0.001191614
0.033971666,0.00027550123,0.0012238612
0.034759672,0.00028587293,0.0012554712
0.035560335,0.00029619758,0.0012864702
0.036373858,0.00030645268,0.0013169196
0.037200449,0.00031661842,0.0013469005
0.038040317,0.00032667176,0.0013765001
0.038893675,0.00033658583,0.0014058008
0.03976074,0.00034634283,0.0014348685
0.040641733,0.0003559419,0.0014637516
0.041536876,0.00036537865,0.0014924919
0.042446398,0.00037463927,0.0015211315
0.043370529,0.00038372897,0.0015497073
0.044309504,0.00039267638,0.0015782391
0.045263561,0.00040149999,0.0016067338
0.046232942,0.00041020951,0.001635199
0.047217894,0.00041882448,0.001663647
0.048218667,0.00042736455,0.0016920936
0.049235515,0.00043584524,0.0017205526
0.050268696,0.00044428084,0.0017490343
0.051318472,0.00045268186,0.0017775468
0.052385111,0.00046105567,0.0018060948
0.053468882,0.00046941153,0.0018346835
0.054570061,0.0004777601,0.0018633243
0.055688928,0.0004861105,0.0018920343
0.056825767,0.00049447075,0.0019208312
0.057980866,0.00050285034,0.0019497291
0.059154519,0.00051125936,0.0019787398
0.060347024,0.00051970792,0.0020078758
0.061558683,0.00052820653,0.0020371514
0.062789805,0.00053676646,0.002066582
0.064040701,0.00054539886,0.0020961793
0.06531169,0.00055411356,0.002125953
0.066603094,0.00056291914,0.0021559122
0.067915242,0.00057182328,0.002186065
0.069248465,0.00058083177,0.0022164172
0.070603104,0.00058994633,0.002246974
0.071979501,0.00059917265,0.0022777411
0.073378007,0.0006085366,0.0023087222
0.074798976,0.00061806583,0.0023399167
0.07624277,0.00062775824,0.0023713183
0.077709754,0.00063759556,0.0024029165
0.079200302,0.00064757597,0.0024346965
0.080714792,0.00065772492,0.0024666382
0.082253608,0.00066806582,0.0024987178
0.083817142,0.00067860142,0.0025309096
0.085405789,0.00068933601,0.0025631854
0.087019955,0.00070027658,0.0025955141
0.088660047,0.0007114324,0.0026278636
0.090326484,0.00072282401,0.0026602027
0.092019688,0.00073446976,0.0026925013
0.093740089,0.00074637926,0.0027247305
0.095488124,0.00075855989,0.0027568654
0.097264236,0.00077102269,0.0027888864
0.099068878,0.000783791,0.0028207755
0.10090251,0.00079691152,0.0028525152
0.10276559,0.00081042465,0.0028840938
0.10465859,0.00082434572,0.0029155089
0.10658201,0.00083868558,0.0029467643
0.10853631,0.00085349128,0.0029778654
0.11052201,0.00086884751,0.0030088191
0.11253961,0.00088481199,0.0030396351
0.11458961,0.00090137208,0.003070326
0.11667254,0.0009185318,0.0031009052
0.11878893,0.00093635784,0.0031313811
0.12093931,0.00095490224,0.0031617547
0.12312423,0.00097418853,0.0031920234
0.12534425,0.00099423666,0.0032221854
0.12759992,0.0010150829,0.0032522397
0.12989183,0.0010367703,0.003282185
0.13222055,0.0010593353,0.0033120221
0.13458668,0.0010828077,0.0033417529
0.13699081,0.0011072164,0.0033713767
0.13943356,0.001132591,0.0034008879
0.14191555,0.0011589597,0.0034302807
0.1444374,0.0011863488,0.0034595516
0.14699976,0.0012147827,0.0034887025
0.14960327,0.0012442839,0.0035177372
0.15224861,0.0012748728,0.0035466603
0.15493644,0.0013065671,0.003575476
0.15766744,0.0013393811,0.0036041875
0.1604423,0.0013733261,0.0036327983
0.16326174,0.0014084099,0.0036613104
0.16612647,0.0014446374,0.0036897241
0.16903721,0.0014820108,0.0037180394
0.1719947,0.0015205288,0.0037462547
0.17278577,0.0015309651,0.0037536566
0.1749997,0.0015602818,0.003774367
0.17805296,0.0016011987,0.003802385
0.18115527,0.0016432305,0.0038303175
0.18430741,0.0016863588,0.0038581686
0.18751018,0.0017305606,0.0038859391
0.1907644,0.0017758091,0.0039136292
0.19407088,0.0018220727,0.00394124
0.19743048,0.0018693148,0.0039687722
0.20084404,0.0019174936,0.0039962262
0.20431243,0.0019665617,0.0040236019
0.20783653,0.0020164673,0.0040508983
0.21141724,0.0020671543,0.0040781123
0.21505546,0.0021185626,0.0041052404
0.21875212,0.0021706287,0.0041322784
0.22250816,0.0022232855,0.0041592219
0.22632453,0.0022764623,0.0041860672
0.2302022,0.0023300852,0.0042128111
0.23414215,0.0023840771,0.0042394505
0.23814539,0.0024383597,0.0042659821
0.24221294,0.0024928536,0.0042924028
0.24634581,0.0025474796,0.0043187103
0.25054508,0.0026021581,0.0043449017
0.25481179,0.0026568102,0.0043709738
0.25914703,0.0027113573,0.0043969221
0.26355191,0.002765722,0.0044227403
0.26802755,0.0028198283,0.0044484215
0.27257507,0.0028736026,0.0044739625
0.27719564,0.002926974,0.0044993675
0.28189043,0.0029798745,0.0045246431
0.28666062,0.003032239,0.0045497916
0.29150744,0.0030840058,0.0045748082
0.29643211,0.0031351177,0.0045996872
0.30143588,0.0031855218,0.0046244365
0.30652003,0.0032351688,0.0046490706
0.31168584,0.0032840134,0.0046735954
0.31693462,0.0033320135,0.004698013
0.32226771,0.0033791295,0.0047223321
0.32768647,0.0034253247,0.0047465653
0.33319226,0.0034705647,0.0047707244
0.33878649,0.0035148179,0.0047948234
0.34447058,0.0035580574,0.0048188748
0.35024597,0.0036002618,0.004842889
0.35611413,0.0036414154,0.004866871
0.36207654,0.0036815076,0.0048908196
0.36813472,0.0037205304,0.0049147366
0.37429022,0.0037584768,0.0049386283
0.38054458,0.0037953407,0.0049624932
0.38689941,0.0038311197,0.0049863241
0.39335631,0.0038658161,0.0050101117
0.39991692,0.0038994362,0.0050338434
0.40658292,0.003931991,0.0050575055
0.41335599,0.0039634951,0.0050811013
0.42023785,0.0039939622,0.0051046419
0.42723025,0.0040234005,0.00512814
0.43433496,0.0040518187,0.0051516144
0.44155379,0.0040792304,0.0051750786
0.44888858,0.0041056384,0.0051985447
0.45634118,0.0041310157,0.0052220261
0.46391349,0.0041553012,0.0052455352
0.47160743,0.0041784588,0.0052690844
0.47942495,0.004200472,0.0052926844
0.48736804,0.0042212933,0.0053163433
0.49543872,0.0042408252,0.0053400706
0.50363903,0.0042590463,0.0053638794
0.50881042,0.0042695439,0.0053787158
0.51197106,0.0042761557,0.0053877807
0.52043692,0.0042921671,0.0054117866
0.52903876,0.0043067673,0.0054359171
0.53777878,0.0043200439,0.0054601902
0.54665917,0.0043321137,0.0054846239
0.55568221,0.0043431161,0.0055092368
0.56485018,0.0043533836,0.0055340477
0.57416542,0.0043631759,0.0055590769
0.58363027,0.0043725132,0.005584346
0.59324716,0.0043813506,0.0056098789
0.60301852,0.0043896472,0.0056357026
0.61294683,0.0043973678,0.0056618494
0.62303461,0.0044044833,0.005688352
0.63328443,0.0044109698,0.0057152413
0.64369889,0.0044168089,0.0057425536
0.65428063,0.0044219868,0.0057703313
0.66503233,0.0044264948,0.005798619
0.67595674,0.0044303283,0.0058274644
0.68705662,0.0044334872,0.0058569183
0.69833479,0.0044359752,0.0058870313
0.70979411,0.0044377999,0.0059178556
0.72143751,0.0044389724,0.0059494475
0.73326792,0.0044395076,0.0059818596
0.74528836,0.0044394242,0.00601514
0.75750187,0.0044387467,0.0060493307
0.76991157,0.0044375092,0.0060844639
0.7825206,0.004435767,0.0061205627
0.79533216,0.0044336229,0.0061576359
0.8083495,0.0044312821,0.0061956897
0.82157594,0.0044291315,0.0062347341
0.83501482,0.0044276598,0.0062747664
0.8401353,0.0044275026,0.0062901399
0.84866957,0.0044271016,0.006315752
0.86254364,0.0044273444,0.0063576474
0.87664057,0.0044278327,0.0064003941
0.89096393,0.0044280767,0.0064438967
0.90551736,0.0044279982,0.0064880321
0.92030455,0.0044276175,0.0065326431
0.93532926,0.0044269445,0.0065775341
0.95059531,0.0044259872,0.006622485
0.96610656,0.0044247722,0.0066672622
0.98186697,0.0044233464,0.0067116236
0.99788052,0.0044217743,0.0067552988
1.0141513,0.004420137,0.0067979919
1.0306834,0.0044185333,0.0068393895
1.0474811,0.0044170823,0.0068791525
1.0645486,0.0044159277,0.0069169206
1.0818902,0.0044152453,0.0069523228
1.0995104,0.0044152509,0.0069849746
1.1174136,0.00441621,0.0070144736
1.1356043,0.0044184513,0.0070404117
1.1540873,0.0044223822,0.0070623831
1.1668586,0.0044266031,0.0070743791
1.1728677,0.0044285494,0.007080002
1.1919508,0.0044376666,0.0070928925
1.2113404,0.004450467,0.0071006551
1.2310414,0.0044680608,0.0071030586
1.2510588,0.0044919575,0.007099838
1.2713977,0.0045239849,0.0070903688
1.2920633,0.0045667417,0.0070741407
1.3130607,0.0046238109,0.0070504229
1.3343954,0.0046999295,0.0070180578
1.3560728,0.0048010477,0.0069755968
1.3780983,0.0049346249,0.0069217287
1.4004775,0.0051094065,0.0068554454
1.4232162,0.0053333718,0.0067757508
1.44632,0.0056105608,0.0066817987
1.4697949,0.0059393045,0.0065731538
1.4890968,0.0062436732,0.0064733432
1.4936491,0.0063153413,0.0064497995
1.5178962,0.0067351768,0.0063117837
1.5421429,0.0071903416,0.0061602241
1.5660059,0.0076681129,0.0059982615
1.5894912,0.0081531422,0.0058305634
1.6126048,0.0086271603,0.0056612948
1.6353527,0.0090705208,0.0054926952
1.6577406,0.0094638902,0.0053255451
1.6797742,0.0097898723,0.0051599266
1.7014591,0.010034422,0.0049956068
1.7228009,0.010187587,0.0048322002
1.743805,0.0102437,0.0046693046
1.7644767,0.010201221,0.0045066026
1.7848213,0.01006232,0.0043439243
1.804844,0.0098323238,0.0041812687
1.8070125,0.0097976626,0.0041633853
1.824558,0.0095183073,0.0040187313
1.8439608,0.0091301252,0.0038566966
1.8630563,0.0086786275,0.0036956305
1.8818494,0.0081767325,0.003536106
1.9003449,0.0076385279,0.0033787938
1.9185476,0.0070782773,0.003224436
1.936462,0.0065099063,0.0030738151
1.9540927,0.0059464242,0.002927706
1.9714442,0.0053995054,0.0027868169
1.988521,0.0048791285,0.0026517733
2.0053274,0.0043932945,0.0025231277
2.0218677,0.0039478498,0.0024013392
2.0381462,0.0035464262,0.002286761
2.0541668,0.003190507,0.0021796439
2.0699339,0.0028796189,0.0020801351
2.0854513,0.0026116359,0.0019882567
2.1007231,0.0023831672,0.00190387
2.1157531,0.0021899868,0.0018267087
2.1205928,0.0021369096,0.0018037246
2.1305486,0.002027498,0.0017564396
2.1451115,0.0018909952,0.0016927191
2.1594437,0.0017760406,0.0016351459
2.1735488,0.0016786739,0.001583283
2.1874305,0.0015954887,0.0015366982
2.2010923,0.0015236526,0.0014949867
2.2145378,0.0014608706,0.0014577802
2.2277702,0.001405313,0.0014247399
2.2407931,0.0013555214,0.0013955541
2.2536098,0.0013103335,0.0013699419
2.2662235,0.0012689408,0.0013476841
2.2786374,0.0012308654,0.001328645
2.2908547,0.0011957335,0.0013127381
2.3028785,0.0011631967,0.0012998832
2.314712,0.001132983,0.0012899962
2.326358,0.0011048882,0.0012829911
2.3378197,0.0010787557,0.0012787641
2.3490998,0.0010544606,0.0012771844
2.3602013,0.0010318991,0.0012781052
2.3711271,0.0010109803,0.0012813746
2.3818799,0.00099162228,0.00128684
2.3924624,0.00097374976,0.0012943565
2.4028774,0.00095729298,0.0013037909
2.4131275,0.00094218813,0.0013150207
2.4232153,0.00092837773,0.0013279299
2.4298509,0.00091998106,0.001337605
2.4331442,0.00091581095,0.0013424091
2.4429173,0.00090444435,0.0013583604
2.4525357,0.00089424166,0.0013756936
2.4620018,0.0008851728,0.0013943254
2.4713179,0.00087721372,0.0014141716
2.4804865,0.00087034549,0.001435142
2.4895099,0.00086455326,0.0014571334
2.4983904,0.00085982513,0.0014800348
2.5071303,0.00085615079,0.001503742
2.5157318,0.00085352015,0.0015281628
2.5241971,0.0008519219,0.0015532095
2.5325283,0.00085134208,0.0015787852
2.5407276,0.00085176267,0.0016047782
2.5487971,0.00085316039,0.0016310685
2.5567389,0.00085550567,0.0016575311
2.5645549,0.00085876194,0.0016840329
2.5722471,0.00086288524,0.0017104345
2.5798176,0.00086782415,0.0017365948
2.5872682,0.00087352009,0.0017623671
2.5946009,0.000879908,0.0017876012
2.6018175,0.00088691716,0.0018121461
2.6089198,0.00089447236,0.0018358511
2.6159097,0.00090249506,0.0018585703
2.622789,0.00091090475,0.0018801687
2.6295593,0.00091962012,0.0019005286
2.6362225,0.00092856032,0.0019195518
2.6427802,0.00093764595,0.0019371587
2.6492341,0.00094679999,0.0019532947
2.6555859,0.00095594858,0.0019679311
2.6618371,0.00096502157,0.0019810555
2.6679894,0.00097395295,0.0019926678
2.6740443,0.0009826812,0.0020027828
2.6800034,0.00099114942,0.0020114359
2.6858682,0.00099930542,0.0020186764
2.6916401,0.0010071017,0.0020245616
2.6973207,0.0010144954,0.0020291598
2.7029114,0.0010214479,0.0020325438
2.7084136,0.0010279251,0.0020347821
2.7138288,0.0010338964,0.002035937
2.7191582,0.001039335,0.0020360596
2.7244033,0.0010442173,0.002035182
2.7295654,0.0010485219,0.0020333182
2.7346458,0.0010522297,0.0020304591
2.7348534,0.001052358,0.002030298
2.7396464,0.0010553237,0.0020265704
2.7445679,0.0010577851,0.0020216017
2.7494114,0.0010595959,0.0020155112
2.7541784,0.0010607377,0.002008285
2.7588698,0.0010611913,0.0019999242
2.763487,0.0010609374,0.0019904309
2.7680312,0.0010599582,0.0019798067
2.7725034,0.0010582397,0.0019680586
2.7769048,0.0010557747,0.0019551988
2.7812366,0.0010525661,0.001941242
2.7854998,0.0010486294,0.0019262089
2.7896956,0.0010439955,0.0019101344
2.793825,0.0010387114,0.0018930656
2.797889,0.0010328409,0.0018750661
2.8018887,0.0010264635,0.0018562097
2.8058251,0.0010196742,0.0018365774
2.8096993,0.0010125818,0.0018162625
2.8135121,0.001005308,0.0017953678
2.8172646,0.00099798513,0.0017740044
2.8209578,0.00099075448,0.0017522913
2.8245924,0.00098376309,0.0017303504
2.8281696,0.00097716042,0.001708307
2.8316902,0.00097109437,0.0016862868
2.8351551,0.00096570685,0.0016644108
2.8385651,0.00096112923,0.0016428059
2.8419212,0.00095747799,0.0016215978
2.8452242,0.00095485047,0.0016009053
2.848475,0.00095332088,0.0015808517
2.8516743,0.00095293656,0.0015615465
2.854823,0.00095371513,0.0015430603
2.8579219,0.00095564279,0.0015254241
2.8609718,0.00095867466,0.0015086563
2.8639734,0.00096273712,0.0014927735
2.8669275,0.00096773205,0.0014777802
2.8698349,0.00097354294,0.0014636782
2.8726963,0.00098004227,0.001450468
2.8755124,0.00098710009,0.0014381502
2.878284,0.00099459318,0.0014267248
2.8810117,0.0010024141,0.001416189
2.8836963,0.0010104809,0.0014065153
2.8863384,0.0010187439,0.0013976442
2.8889387,0.0010271959,0.0013894793
2.8914979,0.0010358732,0.0013818888
2.8940166,0.0010448743,0.0013747241
2.8964955,0.0010543506,0.0013678345
2.8989351,0.0010645508,0.0013610775
2.9013362,0.0010758095,0.0013543174
2.9036993,0.0010884563,0.0013474265
2.906025,0.0011029207,0.0013402911
2.9083139,0.0011196902,0.0013328207
2.9105666,0.0011391918,0.0013249573
2.9127837,0.0011618208,0.0013166732
2.9149657,0.0011879229,0.0013079601
2.9171132,0.0012177534,0.0012988481
2.9192267,0.0012514222,0.0012893848
2.9213069,0.001288844,0.0012796017
2.9233541,0.0013297498,0.00126952
2.9253689,0.0013737859,0.001259157
2.9273518,0.0014204994,0.0012485252
2.9293034,0.0014694071,0.0012376272
2.9312242,0.0015200384,0.0012264679
2.9331145,0.001571883,0.0012150613
2.934975,0.0016244523,0.0012034226
2.936806,0.0016772852,0.0011915617
2.938608,0.001729931,0.0011794938
2.9403816,0.0017819315,0.0011672459
2.9421271,0.0018328303,0.0011548589
2.943845,0.0018822075,0.0011423939
2.9455358,0.0019297083,0.0011299177
2.9471998,0.0019750498,0.001117475
2.9488375,0.0020180095,0.0011050813
2.9504492,0.0020584145,0.0010927379
2.9520355,0.0020961332,0.0010804444
2.9535968,0.0021310611,0.0010681994
2.9551333,0.0021631001,0.0010560002
2.9566455,0.0021921598,0.0010438419
2.9581338,0.0022182052,0.0010317183
2.9595986,0.0022413128,0.0010196236
2.9610402,0.0022616516,0.0010075502
2.962459,0.0022793682,0.00099548947
2.9638553,0.0022944822,0.00098343724
2.9652296,0.0023069106,0.00097139664
2.9665822,0.0023166059,0.00095937381
2.9679133,0.0023236669,0.00094737204
2.9692235,0.0023283289,0.0009353916
2.9705129,0.0023308739,0.0009234303
2.9717819,0.0023315507,0.00091148425
2.9730308,0.002330546,0.00089954955
2.97426,0.0023279899,0.0008876226
