-2.795088400000000289e-17	-3.681727060152987865e-06
8.676992400000000044e-04	-8.145434226398450477e-07
1.787482900000000050e-03	2.224745467372167570e-06
2.762477299999999830e-03	5.446470071333851080e-06
3.795996600000000037e-03	8.861581540157934745e-06
4.891553699999999678e-03	1.248168773165494444e-05
6.052872600000000144e-03	1.631909405232275447e-05
7.283900700000000075e-03	1.666675486408781528e-05
8.588822299999999965e-03	-6.275367432222963323e-06
9.972072900000000101e-03	-3.059460962397246326e-05
1.143835399999999954e-02	-5.637362984784575104e-05
1.299264999999999969e-02	-8.370005996952254064e-05
1.464024499999999965e-02	-1.472905169259623292e-04
1.638673699999999844e-02	-2.229315863091985627e-04
1.823806399999999828e-02	-3.031130896072718891e-04
2.020051800000000064e-02	-3.966119314076304398e-04
2.228077100000000130e-02	-5.113747077703014463e-04
2.448589199999999869e-02	-6.330261646727211719e-04
2.682337799999999842e-02	-7.670294979250291342e-04
2.930117299999999980e-02	-9.145911379872821625e-04
3.192770000000000330e-02	-1.071095317427342430e-03
3.471188699999999683e-02	-1.240442167567375360e-03
3.766319700000000242e-02	-1.419954194700173266e-03
4.079166099999999989e-02	-1.612214911565998084e-03
4.410791499999999754e-02	-1.816311067657845613e-03
4.762322900000000303e-02	-2.034252318309406893e-03
5.134955299999999917e-02	-2.265645506155448876e-03
5.529955300000000129e-02	-2.511910035923904053e-03
5.948665399999999992e-02	-2.773519762395165560e-03
6.392509000000000385e-02	-3.051320166494946463e-03
6.862994799999999618e-02	-3.346466437860095601e-03
7.361721799999999816e-02	-3.659261028184672068e-03
7.890385299999999602e-02	-3.990459279546007022e-03
8.450782299999999581e-02	-4.340503597232542830e-03
9.044817600000000513e-02	-4.709937338681993019e-03
9.674510399999999843e-02	-5.099299327092021716e-03
1.034200100000000067e-01	-5.509043871344795722e-03
1.104955799999999960e-01	-5.940324354540565607e-03
1.179958700000000027e-01	-6.394345423342560723e-03
1.259463799999999967e-01	-6.873531732505076992e-03
1.343741099999999911e-01	-7.380069292617900782e-03
1.433077299999999943e-01	-7.915416703173510510e-03
1.527776000000000134e-01	-8.479938532168310519e-03
1.628159000000000134e-01	-9.074858216483275633e-03
1.734567700000000101e-01	-9.702324731620330309e-03
1.847363499999999936e-01	-1.036274832088860884e-02
1.966930100000000015e-01	-1.105598742375319722e-02
2.093673699999999971e-01	-1.178158412861989024e-02
2.228025299999999986e-01	-1.254025285945578952e-02
2.370441399999999865e-01	-1.334163286913394274e-02
2.521406099999999872e-01	-1.418692430150044273e-02
2.681432699999999891e-01	-1.507787743893032779e-02
2.851064899999999902e-01	-1.601948038512108000e-02
3.030879499999999949e-01	-1.699604148684055044e-02
3.221487599999999785e-01	-1.798704524186621467e-02
3.423537099999999778e-01	-1.901303065137143963e-02
3.637714899999999751e-01	-2.007336212408381351e-02
3.864748800000000206e-01	-2.116704454681842679e-02
